code_muni,dcl,rcl
3122108,438316,13196173
3122207,-1564800,16809229
3122306,79434015,512813606
3122355,-5054292,16603819
3122405,-2633410,14531088
3122470,-2055822,12011728
3122504,591671,13198112
3122603,683156,13221538
3122702,-1122563,13899309
3122801,-1038436,11324253
3122900,228251,14388630
3123007,2190481,18184860
3123106,-5672688,19181961
3123205,16450762,30104949
3123304,-1204887,13880674
3123403,217412,12057071
3123502,179349,12909451
3123528,1102402,16326392
3123601,-2403682,
3123700,777566,24392110
3123809,-39935,15248718
3123858,2757113,13145721
3123908,-2775921,25637559
3124005,25856355,36802656
3124104,20114604,105755700
3124203,-7624705,44302723
3124302,2778760,47249385
3124401,-593319,14542655
3124500,-6665398,22283751
3124609,-761866,10608515
3124708,1213817,13392137
3124807,7305325,19419750
3124906,-696742,21425563
3125002,-187900,12336146
3125101,-61186520,219764871
3125200,-1845640,11499594
3125309,797821,11837096
3125408,-1938,15038928
3125507,2526886,12410401
3125606,-814271,17025788
3125705,17370603,32958339
3125804,-1283326,12273474
3125903,842698,20187878
3125952,2245464,20928256
3126000,-2033349,19537039
3126109,7375649,146807319
3126208,951120,20393831
3126307,-23219797,15973159
3126406,127155,13492687
3126505,791228,17400970
3126604,950948,14745408
3126703,16600622,46567153
3126752,295720,14772937
3126802,2298866,15411244
3126901,3344382,17062308
3126950,-720330,12121720
3127008,6044870,55605503
3127057,698491,12909574
3127073,-1158063,13570090
3127107,-419023,141307880
3127206,403639,15455363
3127305,2150742,16463798
3127339,-614663,15276537
3127354,690631,11230152
3127370,-80367,12960268
3127388,616501,12879082
3127404,1006341,13425323
3127503,-891640,15528856
3127602,11828654,23411508
3127701,-20927179,722014669
3127800,316139,36157953
3127909,-1012241,13951223
3128006,-26949877,73802919
3128105,3299361,35660490
3128204,2552317,19744045
3128253,-469614,13334715
3128303,5776152,38802383
3128402,3039922,20176632
3128501,-670712,13153397
3128600,-5345258,31140843
3128709,-16114391,118051143
3128808,1488098,17192100
3128907,-19555,18501029
3129004,-1013385,15507593
3129103,3188328,18510925
3129202,-879592,16807959
3129301,-267250,21859968
3129400,-1603242,14571327
3129509,2645519,64456988
3129608,7335311,16478657
3129657,774006,14779193
3129707,-3230847,35237414
3129806,-265220681,271579991
3129905,2807899,11923826
3130002,33566,
3130051,10086080,19817842
3130101,4150280,81405399
3130200,1447644,25542976
3130309,3141283,20439598
3130408,-1354760,24177198
3130507,-1709294,24931277
3130556,-450370,14910562
3130606,621956,16463437
3130655,4300566,16384300
3130705,4497635,29866473
3130804,-200222,11506117
3130903,4227957,41478047
3131000,5841212,18951599
3131109,3505834,15431051
3131158,4016160,28629273
3131208,10008273,37865625
3131307,206113808,644608970
3131406,13746103,21071198
3131505,7840012,20080788
3131604,2445890,20548298
3131703,6925813,447549432
3131802,-602383,21874041
3131901,37252900,265776957
3132008,2512670,15078374
3132107,8786094,42720197
3132206,-2497398,31193039
3132305,5546695,24820907
3132404,25841439,221270196
3132503,12687092,62622314
3132602,-702985,13121805
3132701,10137270,45938568
3132800,-2714004,11350270
3132909,-1912117,25299917
3133006,10800235,36310537
3133105,-3704184,44470390
3133204,2234303,23500042
3133303,-5488028,37567370
3133402,5673365,43510691
3133501,-1219668,37544895
3133600,425790,28301746
3133709,-24396437,63687363
3133758,2153210,42160562
3133808,13024928,230976038
3133907,4669594,12861975
3134004,-1535129,26779592
3134103,-1544835,15476123
3134202,-13390032,266392935
3134301,569058,12742648
3134400,29753244,114552273
3134509,-1387623,14845387
3134608,-4485952,41528403
3134707,1076121,23973802
3134806,-978500,18008735
3134905,1628461,63145055
3135001,72322,13804894
3135050,30017341,65698403
3135076,410848,14783191
3135100,41621912,143586392
3135209,121441179,97818900
3135308,-690969,14461521
3135357,9006665,17415172
3135407,1291352,52062024
3135456,1196598,16218725
3135506,18534686,26922183
3135605,3667651,15911353
3135704,2552892,15656706
3135803,14855011,50243711
3135902,6875368,12568655
3136009,7629257,30608739
3136108,1597689,15036713
3136207,-7985096,187275642
3136306,20052498,101928130
3136405,5619568,14190495
3136504,3123337,18487065
3136520,-1265752,13580073
3136553,626054,12907141
3136579,6417214,13497199
3136603,-3479210,14742814
3136652,1201704,93120936
3136702,64516229,1377082448
3136801,460738,12593049
3136900,5630923,25019058
3136959,-1775398,14997722
3137007,3713652,31575888
3137106,738558,18621427
3137205,-27167242,104492346
3137304,1562148,12732096
3137403,-4266535,26840775
3137502,-6804487,46650902
3137536,-1817525,22141090
3137601,-29411747,186696324
3137700,5896751,40814834
3137809,256674,44179966
3137908,620021,11595880
3138005,906815,15010977
3138104,5958625,20483125
3138203,31024686,232363444
3138302,-3882643,12415045
3138351,-154865,15165437
3138401,-2236299,89186919
3138500,4654069,13838806
3138609,157596,34350678
3138625,6633043,29745555
3138658,4042347,18016244
3138682,5079245,14304857
3138708,-607168,13892686
3138807,-823194,45161746
3138906,9239565,16493264
3139003,-7922532,90996696
3139102,-1163298,14711852
3139201,2103852,35657111
3139250,970927,14794505
3139300,11021159,38356104
3139409,-642079,173169208
3139607,11975586,57412608
3139706,5185242,16995579
3139805,-1790798,23176684
3139904,-745317,28146709
3140001,1970524,261517200
3140100,424618,13988645
3140159,-1668003,29536507
3140209,-245842,12552200
3140308,-189394,16024580
3140407,-1841178,10828272
3140506,-20812,29697093
3140530,-2114126,17909369
3140555,1176432,16566699
3140605,-1434769,13859783
3140704,2812889,63249680
3140803,-3207827,41654693
3140852,2088309,25224649
3140902,7045451,34643049
3141009,4566170,23438278
3141108,-8125289,69618155
3141207,-1454312,13091297
3141306,7541872,15652029
3141405,16987034,34654700
3141504,2112367,15070224
3141603,151424,21861864
3141702,3141526,14004372
3141801,3281175,47219004
3141900,1697671,13634191
3142007,9209133,27687327
3142106,-1396580,20803255
3142205,15664035,26633332
3142254,2452627,14049181
3142304,-3257273,14316271
3142403,-4013956,18333132
3142502,-1897506,11383385
3142601,999667,19089038
3142700,-4927273,26090707
3142809,-8802481,60576142
3142908,22306733,38476491
3143005,-63250,26752760
3143104,15333071,103580906
3143153,2196675,13795359
3143203,-4404355,43863869
3143302,12601804,730994305
3143401,-4181721,55639116
3143450,206006,18109163
3143500,8563179,26847705
3143609,64945,13139318
3143708,-479580,11429501
3143807,2122924,15344853
3143906,-17260617,265747359
3144003,2683968,41878309
3144102,491917,44983718
3144300,16767805,63341399
3144359,1204314,16028151
3144375,81005,13650329
3144409,-701844,13336166
3144508,-10666795,29041314
3144607,4595625,48370637
3144656,-1256936,21245660
3144672,-795616,14209549
3144706,-4878908,41966897
3144805,-51476740,549290948
3144904,1414449,13422855
3145000,-25799095,53814704
3145059,1702286,16969387
3145109,-1710483,36990169
3145208,43334413,176107990
3145307,10824337,48689729
3145356,274280,20143254
3145372,-1737663,14861385
3145406,253681,11474035
3145455,-10165,16498807
3145505,272047,12451964
3145604,-47022059,93534233
3145703,-1213417,14772937
3145802,134560,13604079
3145851,-791871,15560640
3145877,-458605,16706394
3145901,8038534,105703335
3146008,-2509380,64712777
3146107,-33446874,243202246
3146206,2229613,14126931
3146255,315607,14781614
3146305,1043518,35843072
3146404,5124527,13762010
3146503,3151423,30225258
3146552,585797,16376273
3146602,-807880,10303671
3146701,487686,15238126
3146909,-1283319,30521356
3147006,-14761181,262886286
3147105,38234412,204036083
3147204,797255,43205269
3147303,-2969617,39475370
3147402,-1697324,47043656
3147501,-1396134,10229516
3147600,3472284,33701476
3147709,1231825,22000300
3147808,2210295,11055428
3147907,33583237,219491504
3147956,-1457481,15072930
3148004,16158492,384620867
3148103,43698313,261743127
3148202,-230241,14053857
3148301,718934,18424669
3148400,871783,14747934
3148509,7229947,16807741
3148608,8274526,31511988
3148707,4223832,44114450
3148756,-416587,16497175
3148806,214354,12127790
3148905,635879,14550080
3149002,-671700,13089611
3149101,-2443799,20974528
3149200,-783776,18367638
3149309,-8571906,138388273
3149408,-907528,10917456
3149507,155892,13576672
3149606,802282,13676076
3149705,-643586,26117616
3149804,5751029,57765307
3149903,1771070,46935469
3149952,2425604,18831094
3150000,2551883,23917948
3150109,-1218773,11937571
3150158,252994,18367836
3150208,336305,13414792
3150307,-568671,12802030
3150406,-304689,13626075
3150505,1052766,22743429
3150539,-1298267,15403996
3150570,277181,17434822
3150604,988308,17439778
3150703,2995970,22999188
3150802,-3281498,32363887
3150901,-2215981,13405789
3151008,-2702430,17906458
3151107,5579440,27459511
3151206,17843280,147198452
3151305,-2717167,21777789
3151404,2495379,48250705
3151503,-24132585,86162320
3151602,639962,33290801
3151701,-3577038,32506284
3151800,188402724,641400522
3151909,217414,16724781
3152006,-8740714,66977197
3152105,-37407612,166737654
3152131,-200102,12981948
3152170,-1694978,25903739
3152204,14051779,62441482
3152303,-1166110,17804110
3152402,3323693,28575475
3152501,-76392099,478431420
3152600,928446,18595710
3152709,-1349847,17261959
3152808,1138334,70040848
3152907,9175643,21258424
3153004,-1188304,15684806
3153103,29022,13664656
3153202,364676,13376793
3153301,1950189,12322170
3153400,-3373152,46234877
3153509,15626,15828733
3153608,966136,22074076
3153707,-5484848,14466659
3153806,1288946,10915925
3153905,-2980377,28864932
3154002,-1078955,46252383
3154101,1972080,21636067
3154150,1202280,15162818
3154200,-9146661,22262457
3154309,3314391,38222519
3154408,1159061,14543472
3154457,2916601,17789618
3154507,625104,23671772
3154606,208881640,375117529
3154705,901492,12815269
3154804,18716013,43344881
3154903,-10390,30631318
3155009,-780792,21444988
3155108,142793,13618164
3155207,658349,13107466
3155306,81666,13950684
3155405,7005758,18319325
3155504,4678974,43734443
3155603,14789759,50130689
3155702,-3391741,43481326
3155801,3523544,34494462
3155900,387009,14771820
3156007,6036714,24605473
3156205,37311,11366422
3156304,-2801840,17429814
3156403,-3579155,32662245
3156452,470164,15633031
3156502,1257397,15558132
3156601,4862241,21873366
3156700,-102938415,225637352
3156809,-18168360,32539149
3156908,-8935597,82180222
3157005,3166172,66843303
3157104,846778,19397937
3157203,-6340232,86460565
3157252,1115452,15628336
3157278,-629876,12426368
3157302,1384336,13154638
3157377,-315454,13077888
3157401,-4801617,19312611
3157500,408121,12652650
3157609,7223361,12637510
3157658,-1158873,14147579
3157708,9935890,43621728
3157807,-63294963,339887394
3157906,1540830,28373581
3158003,-3471802,24669668
3158102,6456720,13151200
3158201,1396542,24426250
3158300,-1333964,17384779
3158409,1466633,12988619
3158508,661349,15581346
3158706,242740,11442748
3158805,-2038362,12780986
3158904,446046,16623675
3158953,17372798,56305540
3159001,-31725,14594739
3159100,1855231,12015096
3159209,3313757,19474114
3159308,7795542,14341286
3159357,197491,14689279
3159407,-30015,12360268
3159506,-716978,15083950
3159605,-12999014,78852805
3159704,1599131,13938652
3159803,13296845,105992861
3159902,7991366,40744653
3160009,1332822,13069750
3160108,-1864996,15850549
3160207,1598496,13537996
3160306,4446227,22120196
3160405,-2741644,60959896
3160454,1999528,18087039
3160504,-693799,10146590
3160603,712597,12312820
3160702,-2679021,78038257
3160801,-1306420,14431271
3160900,-2674765,17497756
3160959,-1620488,15099078
3161007,11380520,33479718
3161056,1707072,14113453
3161106,22692363,86874820
3161205,2955218,16294686
3161304,3003379,23155903
3161403,337706,16988490
3161502,-1710478,20322173
3161601,-599572,13664536
3161650,-795836,11744072
3161700,2766426,22126046
3161809,1414893,24132566
3161908,-40019329,164978649
3162005,1544333,49325559
3162104,2466331,70177285
3162203,-2649507,26752464
3162252,-323162,13814864
3162302,726002,11665605
3162401,12873908,50187710
3162450,9104216,23797415
3162500,-58210787,199382896
3162559,1611999,22944835
3162575,-1779833,14635420
3162609,269511,15068395
3162658,1013924,12182646
3162708,22574345,36192917
3162807,3476524,31128472
3162906,1020294,47439125
3162922,11857757,56213765
3162948,-2713303,24201886
3162955,6524013,50550283
3163003,-5114406,13949560
3163102,562657,14397254
3163300,1792126,13276968
3163409,1227981,14756069
3163508,3042640,14707612
3163607,318067,11112824
3163706,50429098,143060640
3163805,-794189,15407975
3163904,-2270035,16087497
3164001,1318891,15689547
3164100,754352,13958110
3164209,406621,22925200
3164308,7033417,20339574
3164407,898024,21300717
3164431,547418,14674740
3164472,843139,14925338
3164506,-492836,17897788
3164605,-33290604,26551094
3164704,27649153,169382363
3164803,216105,9951515
3164902,-3698493,11155052
3165008,-4009531,21402443
3165107,1905319,19788238
3165206,-909997,14286543
3165305,-1520519,18176944
3165404,-3507874,15994709
3165503,-3662344,15163970
3165537,-60382533,90992689
3165552,1417224,20555753
3165560,501892,11827385
3165578,-822381,14743453
3165602,-212264,11229930
3165701,-1313459,18078696
3165800,89132,10619276
3165909,1565237,13407842
3166006,-139987,14631683
3166105,-7070334,12837684
3166204,345468,17041619
3166303,1871893,15051777
3166402,-1601380,11019909
3166501,1693563,12232518
3166709,1037363,15954600
3166808,-3815172,44679962
3166907,-3169436,17910360
3166956,167908,13447527
3167004,-25809,11166154
3167103,-2844342,35498946
3167202,315015986,600887534
3167301,42671,11178652
3167400,398309,14620869
3167509,-558018,14278054
3167608,3317377,31154699
3167707,69810,15325433
3167905,450036,11837295
3168002,4085352,72190883
3168051,1211190,12338595
3168101,-917748,39737948
3168200,1455613,11009964
3168309,6767559,14300518
3168408,1627152,24560904
3168507,53254,21913678
3168606,77789003,298970985
3168705,138763435,184947613
3168804,75676,20432742
3168903,-4920382,22303146
3169059,-3952704,13075507
3169109,-1632134,14315066
3169208,-306671,19803782
3169307,22681043,158316785
3169356,23660127,93197352
3169406,2115236,124333439
3169505,292996,16905156
3169604,5607564,75139460
3169703,2083629,41933411
3169802,-1880364,14448643
3169901,-11794871,180307854
3170008,11057674,21565418
3170057,2047836,20626408
3170107,103680330,993012440
3170206,232555554,1931917164
3170305,1809418,11215124
3170404,-8482775,220221878
3170438,1318621,16141144
3170479,81406,15001190
3170503,3773980,21821818
3170529,-9461031,28109674
3170578,-256521,14002736
3170602,10267,12154623
3170651,600317,14893473
3170701,72633880,391067410
3170750,-4846530,19506768
3170800,19895358,61733753
3170909,4301538,35441011
3171006,-6977508,52395899
3171030,6220879,18713426
3171071,673976,16477986
3171105,1415402,16419848
3171154,464733,13307220
3171204,12010866,243013778
3171303,-14363528,200825122
3171402,-68182,12544918
3171501,1017009,12378257
3171600,2818028,25005588
3171709,-278842,17509277
3171808,7675602,23357565
3171907,357961,14374469
3172004,-358738,89697999
3172103,1434946,15364147
3172202,-2607689,10626854
3200102,-16918342,77339600
3200136,-4731539,34520116
3200169,6330596,33807454
3200201,1173696,74479874
3200300,-6606874,49420551
3200359,7619088,22647212
3200409,-46902839,235485765
3200508,-3434969,24634113
3200607,-69014916,389046829
3200706,-7898287,35095467
3200805,-9966807,86449168
3200904,44630065,103119960
3201001,-22032684,45440323
3201100,-6185194,28566511
3201159,-7820173,39044086
3201209,-127491993,428470249
3201308,-35115644,586563508
3201407,-17649310,93230779
3201506,-2258928,321091722
3201605,-11985701,87236634
3201704,-12478777,38095611
3201803,-3256089,19723486
3201902,-20277375,108447368
3202009,-25852248,26974478
3202108,-21965846,63085469
3202207,-6358717,67909119
3202256,-5995245,34824317
3202306,9772832,79003621
3202405,-50914337,298698000
3202454,-12636872,59198080
3202504,-3581140,37341333
3202553,-6507092,30293554
3202603,-6371655,46957517
3202652,2506271,35649446
3202702,-9723041,41865756
3202801,-15572425,397273810
3202900,-7322748,33829306
3203007,-8482226,66475636
3203056,-14975623,89411504
3203106,-11209632,36246510
3203130,-30327088,55563628
3203163,-5064855,31212952
3203205,-86389897,661850461
3203304,-8855582,39627283
3203320,-6809845,175107028
3203346,-3967616,57687693
3203353,-5170625,34994692
3203403,6382352,64445443
3203502,-6303526,56550242
3203601,-4345866,26769165
3203700,9725109,54077948
3203809,-2542225,37129466
3203908,-11847510,125894037
3204005,-8682805,49970045
3204054,-81377533,62545791
3204104,772342,68599877
3204203,-20708577,78507835
3204252,-6699235,23679760
3204302,-1302223214,424461976
3204351,-96808570,79037880
3204401,-11290335,38162972
3204500,-14895992,36387939
3204559,-25277049,120912717
3204609,-13645359,75595672
3204658,-11035638,32506346
3204708,-16322724,80757519
3204807,-24302326,34184918
3204906,3065555,282368435
3204955,-11135756,30511294
3205002,118174455,1140555653
3205010,-8814974,67552779
3205036,-38493486,52988148
3205069,-5109990,67313795
3205101,2215351,199629776
3205150,-5404255,27146324
3205176,-1764652,44107948
3205200,-16206296,903570490
3205309,-28018417,1520776066
3300100,-3537471,1060661430
3300159,18741765,49828755
3300209,-45959930,329840250
3300225,34314889,57405806
3300233,-3140600,258925659
3300258,41817730,168770120
3300308,29485808,230675843
3300407,35362772,482822171
3300456,308432376,638469905
3300506,6011529,84694439
3300605,18812334,100404778
3300704,574816753,836780721
3300803,12289802,181938040
3300902,1154307,60567823
3300936,80811991,106169553
3300951,10649639,44678448
3301009,1069589230,1864532231
3301108,-9876523,88179344
3301157,853110,62703470
3301306,-23807953,249749668
3301405,-2290646,78656277
3301504,2292519,69440911
3301603,-10680517,50032303
3301702,316454970,2257128813
3301801,-6098851,66468175
3301850,12541016,174283508
3301876,-11803071,94616229
3301900,32460360,488782574
3302007,44215418,512748225
3302056,-5902249,56934811
3302106,-13660525,72165851
3302205,35090110,310069417
3302254,21456235,204875829
3302270,3067664,198987961
3302304,114549,42301207
3302403,-384538850,2297521896
3302452,520185,43059083
3302502,-99459195,483569908
3302601,63018046,251432768
3302700,-917110398,1948179281
3302809,-11945246,68311881
3302858,-92874886,261661414
3302908,-15522918,125648134
3303005,12397557,90972955
3303104,30496224,64042574
3303203,26683612,276367028
3303302,-57299462,3141769459
3303401,-4586263,460917154
3303500,468706735,1326651133
3303609,21404676,144820690
3303708,5463517,112717652
3303807,-57470942,270279813
3303856,-13883311,111403003
3303906,197529429,979430591
3303955,-709728,81671839
3304003,-19020725,180508357
3304102,-6795850,65903981
3304110,24257378,150652725
3304128,-32361413,60646407
3304144,-94469740,318034007
3304151,35565288,238058998
3304201,-17235827,487317099
3304300,19644344,202268727
3304409,23706647,92042737
3304508,7432359,65353301
3304524,-51922462,619255688
3304557,15388380244,21203288594
3304607,3435970,54420341
3304706,10648185,119335378
3304755,1501088,134317483
3304805,46977191,103466464
3304904,435911118,1082106082
3305000,53923348,385225131
3305109,197043748,579718496
3305133,-6951890,44409709
3305158,-9681282,75423561
3305208,44457086,224271987
3305307,-2884283,53158799
3305406,5997893,77254503
3305505,-63607094,328902753
3305604,-5792154,126539992
3305703,-13128687,64408893
3305752,-12846419,97861855
3305802,110411692,459307139
3305901,20285958,57741528
3306008,79003349,271367789
3306107,114496327,199310642
3306156,-1676034,47551869
3306206,-5396187,153445684
3306305,699165231,867619555
3500105,-31256627,163104556
3500204,-835350,21393782
3500303,-8902964,83270296
3500402,1943765,22184580
3500501,8876407,79196158
3500550,-4277556,32442806
3500600,-8558293,23587257
3500709,7890476,148170238
3500758,-3951410,19046250
3500808,-1994367,14360309
3500907,3291053,19120354
3501004,-1134920,58741496
3501103,-525341,20131764
3501152,49857097,74408268
3501202,1184859,18557336
3501301,2593365,61901413
3501509,-1615798,14023656
3501608,603591671,731838790
3501707,-982339,94846579
3501806,4037229,21932049
3501905,-3538550,250362098
3502002,-2260848,24729747
3502101,64952632,157772598
3502200,2315767,79263552
3502309,-2937149,31991059
3502408,-1375608,18139129
3502507,2679886,131420711
3502606,-754008,16396212
3502705,21662898,66412319
3502754,673458,104174065
3502804,179149866,506643520
3502903,-17216886,90839651
3503000,1263340,22057591
3503109,10362276,26264584
3503158,-3142218,14245979
3503208,193582746,818039187
3503307,-212154833,448208667
3503356,-2063744,14050419
3503406,-3062676,26010733
3503505,-4044504,17081666
3503604,668038,28767523
3503703,12184120,37612284
3503802,53476074,134028716
3503901,-47620613,272081010
3503950,-1290401,11128716
3504008,44220152,315492316
3504107,23712736,473983300
3504206,31009,39217558
3504305,3940219,19770986
3504404,403136,34622381
3504503,68917671,272763507
3504602,1320408,54895739
3504701,7359629,13797563
3504800,1343093,23790747
3504909,30325732,31913406
3505005,-2869236,14774886
3505104,4135644,21697113
3505203,-960674,96444085
3505302,-160442,118806117
3505351,1870181,19151832
3505401,9307355,31349398
3505500,176847417,511698535
3505609,55478909,76942578
3505708,-199420889,2699787643
3505807,-6607107,60341879
3505906,51133939,170412254
3506003,11039580,1007913482
3506102,53824993,240109094
3506201,-1504632,18355998
3506300,-106211,31019456
3506359,-9623174,379212970
3506409,-18240635,24086800
3506508,66039179,317884509
3506607,6819538,64646538
3506706,-1336824,45972488
3506805,-825194,37727279
3506904,-4440704,35693082
3507001,21512997,190186047
3507100,-6163224,73348639
3507159,129410,15543819
3507209,-3470154,12032560
3507308,-2055989,21280292
3507407,1005982,46631434
3507456,-944875,16713794
3507506,-37442277,340512469
3507605,-58805905,460326177
3507704,-910681,19071379
3507753,-2374289,18781699
3507803,47928218,71459927
3507902,-23329289,91406364
3508009,13188503,64260079
3508108,-48491350,62427908
3508207,-1803399,24214154
3508306,836567,16636888
3508405,1276078,192823411
3508504,83651244,228989498
3508603,34340746,86169716
3508702,-1751039,46903639
3508801,18066496,59087954
3508900,4961065,15853232
3509007,-4711986,256979810
3509106,15186721,23863714
3509205,148882856,427829474
3509254,-14465702,94816796
3509304,4203570,30670006
3509403,3319877,65687506
3509452,1556976,20840528
3509502,1589844082,4348857606
3509601,30643641,191008726
3509700,87704534,199506420
3509809,2469379,19991759
3509908,9366417,57756603
3509957,329557,19379104
3510005,-11368304,96448101
3510104,-1196039,15955477
3510153,159711,18269456
3510203,14964662,127812611
3510302,-9178255,55625382
3510401,44147580,169574235
3510500,-237448185,653186298
3510609,140100635,475688692
3510708,796372,39881633
3510807,17892215,98767455
3510906,1866464,13603356
3511003,-13489732,80014951
3511102,23245909,414357860
3511201,2285784,20771171
3511300,-7595023,40121152
3511409,13714514,58009092
3511508,-21057716,138486285
3511607,-1349129,54995192
3511706,-2909749,42258917
3511904,-3239579,29867945
3512001,-5802796,78205720
3512100,2062957,39701589
3512209,10190002,94459325
3512308,5065203,52179630
3512407,-3559480,140730949
3512506,-1208222,19701428
3512605,4411870,19963421
3512704,-213250,23376987
3512803,71646155,166437880
3512902,-2059071,28126648
3513009,-21822269,814603192
3513108,11574400,113222547
3513207,88681,28639347
3513306,-2128918,14750006
3513405,84784394,184766689
3513504,-246740622,948389692
3513603,-435725,58743177
3513702,-14909581,107741936
3513801,489284831,1023963210
3513850,-1228617,12199821
3513900,3152757,31385040
3514007,-6129074,20682059
3514106,-17315155,76731433
3514205,676898,12335126
3514304,-1435921,31491876
3514403,296435,115449870
3514502,2296402,35725040
3514601,735862,29426596
3514700,-2016535,23634527
3514809,17917878,46720699
3514908,12457288,57427808
3514924,1281793,16370823
3514957,-2561113,13437353
3515004,35354353,583408516
3515103,1694508,135445818
3515129,254378,14514606
3515152,1651615,53641894
3515186,-9716738,104776367
3515194,-2939256,20372583
3515202,-1346416,31010207
3515301,7181603,15163805
3515350,5680173,26579926
3515400,-776059,47657090
3515509,-13090316,171634605
3515608,-2510346,23130245
3515657,-3153036,13994762
3515707,176859521,329817572
3515806,-493717,13267076
3515905,-1535282,15204129
3516002,779229,32085156
3516101,2364765,19340353
3516200,-110924103,723793039
3516309,-44870983,311809044
3516408,-38704313,304200701
3516507,-672487,14188606
3516606,-2767692,22305761
3516705,-14717677,131029418
3516804,508951,14572661
3516853,-22640600,32573758
3516903,7348950,38459501
3517000,-273382,28732549
3517109,-740084,18884318
3517208,10185181,31364922
3517307,-1355902,21953349
3517406,-341366,155772966
3517505,-9960786,61678205
3517604,-3163627,47398053
3517703,10364453,64686072
3517802,-3389813,29290764
3517901,-1522435,47001371
3518008,2534872,13318823
3518107,-1184677,22716008
3518206,9604608,90835444
3518305,7450285,163349625
3518404,33936127,310568556
3518503,4052631,40492751
3518602,-22592319,106496463
3518701,546556261,1211171162
3518800,3754440421,4103632776
3518859,3894270,28753138
3518909,-4303436,17166490
3519006,1021424,23898991
3519055,459144,66273415
3519071,84599694,663304182
3519105,-336544,44504325
3519204,-614473,19101522
3519253,-197365,25577598
3519303,14900279,86397212
3519402,393897,37214373
3519501,-9896863,25429607
3519600,-14339502,143877966
3519709,84417425,187385592
3519808,3483718,31287006
3519907,4051694,34573676
3520004,-3803052,55770254
3520103,47806603,83455496
3520202,-5762867,37798543
3520301,67308984,105545124
3520400,-878542767,944382944
3520426,31560560,106109358
3520442,-7600757,111488200
3520509,-412830992,980760887
3520608,3501371,15586516
3520707,7176486,19605752
3520806,-2067144,14493985
3520905,4995731,46391550
3521002,17365162,87514769
3521101,-3793509,29278403
3521150,1844551,18407846
3521200,4103253,21454704
3521309,1540214,54183933
3521408,43313938,74200945
3521507,838203,21408428
3521606,4890969,19350751
3521705,2180744,54935361
3521804,3919370,78557667
3521903,240078,59754787
3522000,-2734934,17395529
3522109,120235112,360650843
3522158,-2313069,13960982
3522208,-24344135,378023379
3522307,91551081,392255947
3522406,17835774,276703891
3522505,9625236,602224447
3522604,50694976,239902580
3522653,-700795,16191946
3522703,835932,117408282
3522802,-1402841,41177527
3522901,10600564,44091146
3523008,-10414748,23432723
3523107,247099894,567499401
3523206,31402838,113382014
3523305,-574964,41404800
3523404,33878595,372716718
3523503,-3185515,62663913
3523602,-173468,66721710
3523701,679320,18273362
3523800,-1491614,16853443
3523909,62190030,575513320
3524006,103385859,253879159
3524105,37292046,132204612
3524204,1855017,25697396
3524303,66541550,254865375
3524402,-204045378,807175561
3524501,-2888396,25132644
3524600,-1714446,46137428
3524709,14331055,336100430
3524808,8796899,120389085
3524907,-2012473,29137944
3525003,-62477993,277554229
3525102,-25333539,145676623
3525201,40560163,110013576
3525300,77022163,368978696
3525409,588573,16948100
3525508,-310989,35357481
3525607,-2157402,19795355
3525706,-2085344,98756673
3525854,-328820,16577697
3525904,173997753,1818976608
3526001,-3562645,65790576
3526100,-377973,51364409
3526209,24381256,79712582
3526308,-2982911,17119956
3526407,1652853,82190730
3526506,-40470479,31144266
3526605,-199580,22945691
3526704,13001690,297622574
3526803,-47829117,214771419
3526902,235921782,854558555
3527009,3407792,29611509
3527108,-19382551,205695554
3527207,-10936199,196392759
3527256,-2369173,13160130
3527306,-124054144,378850616
3527405,-3076043,53055918
3527504,-1295842,13569223
3527603,9324389,68185897
3527702,80419,16583685
3527801,933338,16501423
3527900,-433523,16399059
3528007,-6056700,59508608
3528106,6748222,22833330
3528205,-1884096,16890311
3528304,-1364858,17688826
3528403,20044137,147497414
3528502,-42064336,225566381
3528601,-6696435,26898809
3528700,5509829,19954900
3528809,-1352957,47615738
3528858,-744876,19217705
3528908,-1769614,13623413
3529005,282374835,736794600
3529104,-1552306,11738249
3529203,-2023019,73412999
3529302,105928987,225317050
3529401,1155975427,956171783
3529500,-351764,25835530
3529609,-3858129,23674484
3529658,-64010,14038045
3529708,58716034,71618632
3529807,3329211,29510251
3529906,3577931,62497974
3530003,20428,21099383
3530102,4130875,74015992
3530201,8888034,57631375
3530300,-5282041,155657157
3530409,381444,16307502
3530607,184159337,1315003580
3530706,173809248,473175973
3530805,39644905,374601612
3530904,-1339923,17561155
3531001,-1689773,15909952
3531100,-32050695,215296166
3531209,6167235,26648143
3531308,-42138831,128938579
3531407,8996001,62980135
3531506,4610924,58421346
3531704,-2436263,16694343
3531803,11771410,195123956
3531902,9886698,115567071
3532009,4513763,38702517
3532058,-6366687,18829031
3532108,1465100,
3532207,-3561114,30501050
3532306,3288366,25925678
3532405,7466205,51839912
3532504,1042085,25809029
3532603,4676782,33179477
3532702,779253,15618805
3532801,-1190699,22877496
3532827,-5376436,29543820
3532843,-771311,12848059
3532868,1749339,13133359
3532900,-4032562,36787879
3533007,630404,48306324
3533106,-137659,11623254
3533205,-115143,24620906
3533254,-55125,17716065
3533304,-1591379,13770203
3533403,19088263,176489048
3533502,-1913015,122659919
3533601,-2630593,31893249
3533700,-3337073,18190746
3533908,-128835692,194873133
