codigo,exist_edu,exist_cult,exist_patr,exist_saude,exist_assist,exist_seg_al,exist_dir_mulh,exist_cri_adol,atv_edu,atv_cult,atv_patri,atv_saude,atv_assist,atv_seg_al,atv_dir_mulh,atv_cri_adol,delib_edu,delib_cult,delib_pres_patri,delib_saude,delib_seg_al,delib_cri_adol,consult_sau,consult_seg_al,consult_cri_adol,consult_educ,consult_cult,consult_patri,norm_edu,norm_cult,norm_patri,norm_sau,norm_seg_ali,norm_cri_adol,fisc_edu,fisc_cult,fisc_patri,fisc_sau,fisc_seg_ali,fisc_cri_adol,d_atv_edu,d_atv_cult,d_atv_patri,d_atv_saude,d_atv_assist,d_atv_seg_al,d_atv_dir_mulh,d_atv_cri_adol,soma_exist_cons,soma_atv_cons,soma_delib_cons,soma_consult_cons,soma_norm_cons,soma_fisc_cons,eq1_exist,eq1_atv,eq1_delib,eq1_consult,eq1_norm,eq1_fisc,grau_part,municipio,estado,_merge
3130556,1,0,1,1,1,0,0,1,2,0,5,6,12,0,0,12,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,5,5,4,1,1,1,4.125,4.125,4.3333335,1.8333334,1.8333334,1.8333334,3.4583335,Prefeitura Municipal de Imbé de Minas - MG,MG,matched (3)
3130606,1,0,1,1,1,0,0,1,1,0,3,12,5,0,0,6,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,5,5,3,2,2,3,4.125,4.125,3.5,2.6666667,2.6666667,3.5,3.4666667,Prefeitura Municipal de Inconfidentes - MG,MG,matched (3)
3130655,1,1,1,1,1,0,0,1,0,3,0,12,11,0,0,6,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,4,4,5,3,0,2,3.5,3.5,5.1666665,3.5,1,2.6666667,3.8499999,Prefeitura Municipal de Indaiabira - MG,MG,matched (3)
3130705,1,1,1,1,1,0,0,1,4,3,3,15,6,0,0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,6,6,4,0,0,3,4.75,4.75,4.3333335,1,1,3.5,3.6083333,Prefeitura Municipal de Indianópolis - MG,MG,matched (3)
3130804,1,1,1,1,1,0,0,1,12,6,2,4,4,0,0,12,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,6,6,5,3,3,5,4.75,4.75,5.1666665,3.5,3.5,5.1666665,4.6999998,Prefeitura Municipal de Ingaí - MG,MG,matched (3)
3130903,1,1,1,1,1,0,0,1,3,5,5,12,19,0,0,12,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,6,6,5,3,5,5,4.75,4.75,5.1666665,3.5,5.1666665,5.1666665,4.8833332,Prefeitura Municipal de Inhapim - MG,MG,matched (3)
3131000,1,0,1,1,1,0,0,1,2,0,7,8,10,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,5,5,3,0,0,4,4.125,4.125,3.5,1,1,4.3333335,3.1916666,Prefeitura Municipal de Inhaúma - MG,MG,matched (3)
3131109,1,1,1,1,1,0,0,1,7,6,4,9,10,0,0,12,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,6,6,4,5,1,2,4.75,4.75,4.3333335,5.1666665,1.8333334,2.6666667,4.0666666,Prefeitura Municipal de Inimutaba - MG,MG,matched (3)
3131158,1,0,1,1,1,1,0,1,1,0,4,12,6,6,0,6,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,6,6,5,2,1,2,4.75,4.75,5.1666665,2.6666667,1.8333334,2.6666667,4.1500001,Prefeitura Municipal de Ipaba - MG,MG,matched (3)
3131208,1,1,1,1,1,1,1,1,6,10,9,8,9,0,0,10,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,6,6,5,5,3,3,4.75,4.75,5.1666665,5.1666665,3.5,3.5,4.6999998,Prefeitura Municipal de Ipanema - MG,MG,matched (3)
3131307,1,1,1,1,1,1,1,1,9,12,12,20,12,12,9,12,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8,8,6,4,4,5,6,6,6,4.3333335,4.3333335,5.1666665,5.5416665,Prefeitura Municipal de Ipatinga - MG,MG,matched (3)
3131406,1,1,1,1,1,0,0,1,4,4,4,14,12,0,0,6,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,6,6,2,4,2,4,4.75,4.75,2.6666667,4.3333335,2.6666667,4.3333335,3.5333333,Prefeitura Municipal de Ipiaçu - MG,MG,matched (3)
3131505,1,0,1,1,1,0,0,0,1,0,8,12,17,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,4,4,1,2,0,1,3.5,3.5,1.8333334,2.6666667,1,1.8333334,2.2333333,Prefeitura Municipal de Ipuiúna - MG,MG,matched (3)
3131604,1,0,0,1,1,0,0,1,3,0,0,8,6,0,0,12,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,4,4,2,2,1,2,3.5,3.5,2.6666667,2.6666667,1.8333334,2.6666667,2.7750001,Prefeitura Municipal de Iraí de Minas - MG,MG,matched (3)
3131703,1,1,1,1,1,1,1,1,3,8,6,21,20,10,12,16,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,8,8,5,5,3,4,6,6,5.1666665,5.1666665,3.5,4.3333335,5.0916667,Prefeitura Municipal de Itabira - MG,MG,matched (3)
3131802,1,0,1,1,1,1,0,1,3,0,3,7,2,0,0,2,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,5,5,5,5,3,3,4.125,4.125,5.1666665,5.1666665,3.5,3.5,4.5499997,Prefeitura Municipal de Itabirinha - MG,MG,matched (3)
3131901,1,1,1,1,1,0,1,1,18,18,12,12,11,0,2,14,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,7,7,5,4,4,2,5.375,5.375,5.1666665,4.3333335,4.3333335,2.6666667,4.7583332,Prefeitura Municipal de Itabirito - MG,MG,matched (3)
3132008,0,0,1,1,1,1,0,1,0,0,6,12,5,0,0,3,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,4,4,4,2,1,1,3.5,3.5,4.3333335,2.6666667,1.8333334,1.8333334,3.4000001,Prefeitura Municipal de Itacambira - MG,MG,matched (3)
3132107,1,1,1,1,1,1,0,1,6,6,6,12,7,0,0,12,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,6,6,4,4,0,2,4.75,4.75,4.3333335,4.3333335,1,2.6666667,3.8833334,Prefeitura Municipal de Itacarambi - MG,MG,matched (3)
3132206,1,1,1,1,1,0,0,1,4,0,8,8,10,0,0,8,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,5,5,5,5,3,2,4.125,4.125,5.1666665,5.1666665,3.5,2.6666667,4.4583335,Prefeitura Municipal de Itaguara - MG,MG,matched (3)
3132305,1,0,0,1,1,0,0,1,3,0,0,8,14,0,0,12,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,2,1,1,3,3.5,3.5,2.6666667,1.8333334,1.8333334,3.5,2.7750001,Prefeitura Municipal de Itaipé - MG,MG,matched (3)
3132404,1,1,1,1,1,1,1,1,10,12,12,13,13,3,10,13,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,8,6,4,2,1,6,6,6,4.3333335,2.6666667,1.8333334,4.9916668,Prefeitura Municipal de Itajubá - MG,MG,matched (3)
3132503,1,0,1,1,1,0,0,1,2,0,12,12,13,0,0,8,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,5,5,4,1,2,2,4.125,4.125,4.3333335,1.8333334,2.6666667,2.6666667,3.6416667,Prefeitura Municipal de Itamarandiba - MG,MG,matched (3)
3132602,1,0,1,1,1,1,0,1,3,0,0,12,6,5,0,4,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,5,5,4,3,2,5,4.125,4.125,4.3333335,3.5,2.6666667,5.1666665,4.0999999,Prefeitura Municipal de Itamarati de Minas - MG,MG,matched (3)
3132701,1,1,1,1,1,0,0,1,5,2,2,12,8,0,0,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,6,6,4,1,1,2,4.75,4.75,4.3333335,1.8333334,1.8333334,2.6666667,3.7,Prefeitura Municipal de Itambacuri - MG,MG,matched (3)
3132800,1,1,1,1,1,0,0,1,2,6,12,12,8,0,0,10,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,6,6,3,2,2,4,4.75,4.75,3.5,2.6666667,2.6666667,4.3333335,3.7083333,Prefeitura Municipal de Itambé do Mato Dentro - MG,MG,matched (3)
3132909,1,0,1,1,1,0,0,1,12,0,4,12,12,0,0,12,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,5,5,4,2,2,1,4.125,4.125,4.3333335,2.6666667,2.6666667,1.8333334,3.6416667,Prefeitura Municipal de Itamogi - MG,MG,matched (3)
3133006,1,0,1,1,1,1,0,1,2,0,12,9,8,0,0,5,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,5,5,3,4,2,4,4.125,4.125,3.5,4.3333335,2.6666667,4.3333335,3.7416668,Prefeitura Municipal de Itamonte - MG,MG,matched (3)
3133105,1,1,1,1,1,0,0,1,2,8,8,18,8,0,0,4,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,6,6,5,1,1,3,4.75,4.75,5.1666665,1.8333334,1.8333334,3.5,4.1500001,Prefeitura Municipal de Itanhandu - MG,MG,matched (3)
3133204,1,0,1,1,1,0,0,1,2,0,7,6,6,0,0,4,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,5,5,3,2,0,2,4.125,4.125,3.5,2.6666667,1,2.6666667,3.1916666,Prefeitura Municipal de Itanhomi - MG,MG,matched (3)
3133303,1,1,0,1,1,1,1,1,3,4,0,12,4,0,4,8,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,6,6,5,3,3,3,4.75,4.75,5.1666665,3.5,3.5,3.5,4.5166664,Prefeitura Municipal de Itaobim - MG,MG,matched (3)
3133402,1,0,1,1,1,0,0,1,4,0,6,14,10,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,5,4,4,2,2,1,4.125,3.5,4.3333335,2.6666667,2.6666667,1.8333334,3.5666668,Prefeitura Municipal de Itapagipe - MG,MG,matched (3)
3133501,1,0,1,1,1,0,0,1,5,0,6,12,12,0,0,12,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,5,5,4,1,1,1,4.125,4.125,4.3333335,1.8333334,1.8333334,1.8333334,3.4583335,Prefeitura Municipal de Itapecerica - MG,MG,matched (3)
3133600,1,1,1,1,1,0,0,1,2,6,6,12,11,0,0,10,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,6,6,5,2,0,4,4.75,4.75,5.1666665,2.6666667,1,4.3333335,4.2416668,Prefeitura Municipal de Itapeva - MG,MG,matched (3)
3133709,0,0,1,1,1,0,0,1,0,0,3,6,7,0,0,7,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,4,4,3,2,2,2,3.5,3.5,3.5,2.6666667,2.6666667,2.6666667,3.2250001,Prefeitura Municipal de Itatiaiuçu - MG,MG,matched (3)
3133758,1,0,1,1,1,1,1,1,3,0,3,12,14,0,0,12,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,5,5,4,3,1,3,4.125,4.125,4.3333335,3.5,1.8333334,3.5,3.825,Prefeitura Municipal de Itaú de Minas - MG,MG,matched (3)
3133808,1,1,1,1,1,0,1,1,1,0,14,11,12,0,12,12,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,6,6,5,2,1,0,4.75,4.75,5.1666665,2.6666667,1.8333334,1,3.9666667,Prefeitura Municipal de Itaúna - MG,MG,matched (3)
3133907,1,1,0,1,1,0,0,1,3,6,0,14,12,0,0,12,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,5,5,4,2,2,2,4.125,4.125,4.3333335,2.6666667,2.6666667,2.6666667,3.7333333,Prefeitura Municipal de Itaverava - MG,MG,matched (3)
3134004,1,0,1,1,1,0,1,1,0,0,7,12,10,0,0,20,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,4,4,0,0,0,3.5,3.5,4.3333335,1,1,1,3.0333333,Prefeitura Municipal de Itinga - MG,MG,matched (3)
3134103,1,0,1,1,1,0,0,1,2,0,0,10,12,0,0,10,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,4,4,4,4,4,4,3.5,3.5,4.3333335,4.3333335,4.3333335,4.3333335,4.1333337,Prefeitura Municipal de Itueta - MG,MG,matched (3)
3134202,1,0,1,1,1,0,1,1,4,0,9,12,12,0,6,10,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,6,6,4,3,2,3,4.75,4.75,4.3333335,3.5,2.6666667,3.5,4.0666666,Prefeitura Municipal de Ituiutaba - MG,MG,matched (3)
3134301,1,1,1,1,1,0,0,1,7,1,1,18,12,0,0,12,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,6,6,3,4,2,3,4.75,4.75,3.5,4.3333335,2.6666667,3.5,3.8,Prefeitura Municipal de Itumirim - MG,MG,matched (3)
3134400,1,1,1,1,1,0,1,1,18,12,12,14,11,0,1,8,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,7,7,5,3,2,1,5.375,5.375,5.1666665,3.5,2.6666667,1.8333334,4.3916664,Prefeitura Municipal de Iturama - MG,MG,matched (3)
3134509,1,1,1,1,1,0,0,1,11,6,6,12,12,0,0,12,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,6,6,5,1,1,1,4.75,4.75,5.1666665,1.8333334,1.8333334,1.8333334,3.9666667,Prefeitura Municipal de Itutinga - MG,MG,matched (3)
3134608,1,0,1,1,1,0,0,1,1,0,6,11,11,0,0,6,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,5,5,4,2,1,3,4.125,4.125,4.3333335,2.6666667,1.8333334,3.5,3.7333333,Prefeitura Municipal de Jaboticatubas - MG,MG,matched (3)
3134707,1,0,0,1,1,1,1,1,2,0,0,12,10,0,3,5,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,5,5,3,2,1,2,4.125,4.125,3.5,2.6666667,1.8333334,2.6666667,3.2833333,Prefeitura Municipal de Jacinto - MG,MG,matched (3)
3134806,1,1,1,1,1,0,0,1,2,2,6,10,16,0,0,10,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,6,6,5,2,2,2,4.75,4.75,5.1666665,2.6666667,2.6666667,2.6666667,4.2416668,Prefeitura Municipal de Jacuí - MG,MG,matched (3)
3134905,1,0,1,1,1,1,0,1,6,0,6,12,8,3,0,6,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,6,6,4,4,2,3,4.75,4.75,4.3333335,4.3333335,2.6666667,3.5,4.1583333,Prefeitura Municipal de Jacutinga - MG,MG,matched (3)
3135001,1,0,1,1,1,0,0,1,2,0,4,9,11,0,0,6,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,5,5,3,4,2,3,4.125,4.125,3.5,4.3333335,2.6666667,3.5,3.6500001,Prefeitura Municipal de Jaguaraçu - MG,MG,matched (3)
3135050,1,1,1,1,1,1,0,1,0,3,3,14,15,6,0,16,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,6,6,4,3,2,3,4.75,4.75,4.3333335,3.5,2.6666667,3.5,4.0666666,Prefeitura Municipal de Jaíba - MG,MG,matched (3)
3135076,1,0,0,1,1,0,1,1,1,0,0,12,8,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,2,1,1,3,3.5,3.5,2.6666667,1.8333334,1.8333334,3.5,2.7750001,Prefeitura Municipal de Jampruca - MG,MG,matched (3)
3135100,1,1,1,1,1,1,1,1,5,6,6,11,16,15,12,15,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,8,6,4,3,4,6,6,6,4.3333335,3.5,4.3333335,5.3583336,Prefeitura Municipal de Janaúba - MG,MG,matched (3)
3135209,1,1,1,1,1,0,1,1,10,8,8,18,15,0,12,12,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,7,7,5,4,1,2,5.375,5.375,5.1666665,4.3333335,1.8333334,2.6666667,4.4833331,Prefeitura Municipal de Januária - MG,MG,matched (3)
3135308,1,0,1,1,1,0,0,1,0,0,5,5,12,0,0,12,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,4,4,3,3,4,2,3.5,3.5,3.5,3.5,4.3333335,2.6666667,3.5,Prefeitura Municipal de Japaraíba - MG,MG,matched (3)
3135357,1,0,0,1,1,0,0,1,2,0,0,12,11,0,0,12,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,3,2,3,3.5,3.5,3.5,3.5,2.6666667,3.5,3.4083333,Prefeitura Municipal de Japonvar - MG,MG,matched (3)
3135407,1,1,1,1,1,0,0,1,1,6,6,12,12,0,0,40,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,6,6,3,4,2,5,4.75,4.75,3.5,4.3333335,2.6666667,5.1666665,3.9833333,Prefeitura Municipal de Jeceaba - MG,MG,matched (3)
3135456,1,0,1,1,1,0,1,1,15,0,6,20,19,0,9,13,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,6,6,4,0,1,1,4.75,4.75,4.3333335,1,1.8333334,1.8333334,3.5166667,Prefeitura Municipal de Jenipapo de Minas - MG,MG,matched (3)
3135506,1,0,1,1,1,0,0,1,0,0,6,6,9,0,0,9,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,4,4,4,4,4,4,3.5,3.5,4.3333335,4.3333335,4.3333335,4.3333335,4.1333337,Prefeitura Municipal de Jequeri - MG,MG,matched (3)
3135605,1,0,0,1,1,0,1,1,4,0,0,9,6,0,0,12,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,4,3,1,1,1,3.5,3.5,3.5,1.8333334,1.8333334,1.8333334,2.95,Prefeitura Municipal de Jequitaí - MG,MG,matched (3)
3135704,1,1,1,1,1,0,0,1,4,6,6,7,12,0,0,10,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,6,6,3,2,1,0,4.75,4.75,3.5,2.6666667,1.8333334,1,3.25,Prefeitura Municipal de Jequitibá - MG,MG,matched (3)
3135803,1,1,1,1,1,0,1,1,3,0,12,10,9,0,3,5,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,6,6,5,2,1,0,4.75,4.75,5.1666665,2.6666667,1.8333334,1,3.9666667,Prefeitura Municipal de Jequitinhonha - MG,MG,matched (3)
3135902,1,0,1,1,1,0,0,1,2,0,4,10,4,0,0,12,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,5,5,4,1,1,3,4.125,4.125,4.3333335,1.8333334,1.8333334,3.5,3.6416667,Prefeitura Municipal de Jesuânia - MG,MG,matched (3)
3136009,1,0,1,1,1,0,0,1,6,0,5,15,11,0,0,2,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,5,5,4,3,2,3,4.125,4.125,4.3333335,3.5,2.6666667,3.5,3.9166667,Prefeitura Municipal de Joaíma - MG,MG,matched (3)
3136108,1,1,1,1,1,1,0,1,2,0,0,16,17,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,4,4,6,3,3,4,3.5,3.5,6,3.5,3.5,4.3333335,4.6666665,Prefeitura Municipal de Joanésia - MG,MG,matched (3)
3136207,1,1,1,1,1,1,1,1,11,0,6,26,13,7,12,12,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,7,7,5,3,0,2,5.375,5.375,5.1666665,3.5,1,2.6666667,4.2999997,Prefeitura Municipal de João Monlevade - MG,MG,matched (3)
3136306,1,1,1,1,1,1,1,1,5,6,12,12,12,0,3,12,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,7,7,4,6,0,4,5.375,5.375,4.3333335,6,1,4.3333335,4.4000001,Prefeitura Municipal de João Pinheiro - MG,MG,matched (3)
3136405,1,1,1,1,1,0,0,0,0,4,5,6,14,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,4,4,3,2,0,1,3.5,3.5,3.5,2.6666667,1,1.8333334,2.95,Prefeitura Municipal de Joaquim Felício - MG,MG,matched (3)
3136504,1,1,1,1,1,0,0,1,4,8,8,12,12,0,0,14,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,6,6,5,1,1,3,4.75,4.75,5.1666665,1.8333334,1.8333334,3.5,4.1500001,Prefeitura Municipal de Jordânia - MG,MG,matched (3)
3136520,1,1,1,1,1,1,0,1,4,3,4,2,16,2,0,11,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,7,7,4,4,1,3,5.375,5.375,4.3333335,4.3333335,1.8333334,3.5,4.2166667,Prefeitura Municipal de José Gonçalves de Minas - MG,MG,matched (3)
3136553,1,1,1,1,1,0,0,1,11,4,4,8,6,0,0,4,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,6,6,1,5,1,0,4.75,4.75,1.8333334,5.1666665,1.8333334,1,2.8083334,Prefeitura Municipal de José Raydan - MG,MG,matched (3)
3136579,1,0,0,1,1,0,0,1,6,0,0,11,12,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,4,4,3,1,1,2,3.5,3.5,3.5,1.8333334,1.8333334,2.6666667,3.0416667,Prefeitura Municipal de Josenópolis - MG,MG,matched (3)
3136603,1,1,1,1,1,1,0,1,4,5,5,21,12,4,0,12,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,7,7,6,1,1,3,5.375,5.375,6,1.8333334,1.8333334,3.5,4.6583333,Prefeitura Municipal de Nova União - MG,MG,matched (3)
3136652,1,1,1,1,1,0,0,1,9,8,8,14,13,0,0,12,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,6,6,5,4,4,4,4.75,4.75,5.1666665,4.3333335,4.3333335,4.3333335,4.7916665,Prefeitura Municipal de Juatuba - MG,MG,matched (3)
3136702,1,1,1,1,1,1,1,1,15,11,11,27,18,12,11,17,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,8,8,5,6,5,4,6,6,5.1666665,6,5.1666665,4.3333335,5.3666668,Prefeitura Municipal de Juiz de Fora - MG,MG,matched (3)
3136801,0,0,1,1,1,0,0,1,0,0,0,12,4,0,0,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,3,3,3,1,0,2,2.875,2.875,3.5,1.8333334,1,2.6666667,2.8,Prefeitura Municipal de Juramento - MG,MG,matched (3)
3136900,1,1,0,1,1,0,0,0,3,12,0,12,5,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,4,4,3,1,1,1,3.5,3.5,3.5,1.8333334,1.8333334,1.8333334,2.95,Prefeitura Municipal de Juruaia - MG,MG,matched (3)
