codigo,exist_edu,exist_cult,exist_patr,exist_saude,exist_assist,exist_seg_al,exist_dir_mulh,exist_cri_adol,atv_edu,atv_cult,atv_patri,atv_saude,atv_assist,atv_seg_al,atv_dir_mulh,atv_cri_adol,delib_edu,delib_cult,delib_pres_patri,delib_saude,delib_seg_al,delib_cri_adol,consult_sau,consult_seg_al,consult_cri_adol,consult_educ,consult_cult,consult_patri,norm_edu,norm_cult,norm_patri,norm_sau,norm_seg_ali,norm_cri_adol,fisc_edu,fisc_cult,fisc_patri,fisc_sau,fisc_seg_ali,fisc_cri_adol,d_atv_edu,d_atv_cult,d_atv_patri,d_atv_saude,d_atv_assist,d_atv_seg_al,d_atv_dir_mulh,d_atv_cri_adol,soma_exist_cons,soma_atv_cons,soma_delib_cons,soma_consult_cons,soma_norm_cons,soma_fisc_cons,eq1_exist,eq1_atv,eq1_delib,eq1_consult,eq1_norm,eq1_fisc,grau_part,municipio,estado,_merge
2202251,1,0,0,1,1,0,0,1,13,0,0,10,12,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,0,3,2,3,3.5,3.5,1,3.5,2.6666667,3.5,2.3333333,Prefeitura Municipal de Canavieira - PI,PI,matched (3)
2202307,0,0,0,1,1,0,0,1,0,0,0,6,12,0,0,8,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,2,2,0,2,2.875,2.875,2.6666667,2.6666667,1,2.6666667,2.5333333,Prefeitura Municipal de Canto do Buriti - PI,PI,matched (3)
2202406,1,0,0,1,1,0,0,1,6,0,0,6,6,0,0,12,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,4,4,2,1,1,2,3.5,3.5,2.6666667,1.8333334,1.8333334,2.6666667,2.6833334,Prefeitura Municipal de Capitão de Campos - PI,PI,matched (3)
2202455,1,1,0,1,1,0,0,1,3,4,0,12,11,0,0,6,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,5,5,1,4,1,4,4.125,4.125,1.8333334,4.3333335,1.8333334,4.3333335,2.9333334,Prefeitura Municipal de Capitão Gervásio Oliveira - PI,PI,matched (3)
2202505,0,0,0,1,1,0,0,1,0,0,0,10,15,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,1,2,1,2,2.875,2.875,1.8333334,2.6666667,1.8333334,2.6666667,2.2666667,Prefeitura Municipal de Caracol - PI,PI,matched (3)
2202539,1,0,0,1,1,0,0,1,2,0,0,14,8,0,0,25,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,4,2,2,0,1,3.5,3.5,2.6666667,2.6666667,1,1.8333334,2.5916667,Prefeitura Municipal de Caraúbas do Piauí - PI,PI,matched (3)
2202554,1,1,0,1,1,1,0,1,6,2,0,12,12,0,0,5,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,5,5,3,4,3,4,4.125,4.125,3.5,4.3333335,3.5,4.3333335,3.8333333,Prefeitura Municipal de Caridade do Piauí - PI,PI,matched (3)
2202604,1,0,0,1,1,0,1,1,6,0,0,17,12,0,0,15,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,2,2,3,3.5,3.5,3.5,2.6666667,2.6666667,3.5,3.3166666,Prefeitura Municipal de Castelo do Piauí - PI,PI,matched (3)
2202653,1,0,0,1,1,0,0,1,9,0,0,12,9,0,0,4,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,1,2,2,3,3.5,3.5,1.8333334,2.6666667,2.6666667,3.5,2.6000001,Prefeitura Municipal de Caxingó - PI,PI,matched (3)
2202703,1,0,0,1,1,0,0,1,2,0,0,12,12,0,0,12,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,Prefeitura Municipal de Cocal - PI,PI,matched (3)
2202711,0,1,0,1,1,1,1,1,0,8,0,18,17,0,6,12,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,5,5,4,3,1,2,4.125,4.125,4.3333335,3.5,1.8333334,2.6666667,3.7333333,Prefeitura Municipal de Cocal de Telha - PI,PI,matched (3)
2202729,0,0,0,1,1,0,0,1,0,0,0,12,14,0,0,12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,2,1,0,0,2.875,2.875,2.6666667,1.8333334,1,1,2.2583334,Prefeitura Municipal de Cocal dos Alves - PI,PI,matched (3)
2202737,1,1,0,1,1,0,0,0,15,4,0,14,12,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,4,4,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,Prefeitura Municipal de Coivaras - PI,PI,matched (3)
2202752,1,0,0,1,1,0,0,1,3,0,0,12,14,0,0,2,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,Prefeitura Municipal de Colônia do Gurguéia - PI,PI,matched (3)
2202778,0,0,0,1,1,0,0,1,0,0,0,8,12,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,2,0,0,2,2.875,2.875,2.6666667,1,1,2.6666667,2.3500001,Prefeitura Municipal de Colônia do Piauí - PI,PI,matched (3)
2202802,1,0,0,1,1,0,0,1,5,0,0,12,17,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,4,4,2,1,1,2,3.5,3.5,2.6666667,1.8333334,1.8333334,2.6666667,2.6833334,Prefeitura Municipal de Conceição do Canindé - PI,PI,matched (3)
2202851,1,0,0,1,1,0,0,1,2,0,0,21,12,0,0,6,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,2,1,3,3.5,3.5,3.5,2.6666667,1.8333334,3.5,3.2249999,Prefeitura Municipal de Coronel José Dias - PI,PI,matched (3)
2202901,1,1,0,1,1,1,1,1,4,2,0,12,12,2,4,8,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,7,7,3,4,1,3,5.375,5.375,3.5,4.3333335,1.8333334,3.5,3.8583333,Prefeitura Municipal de Corrente - PI,PI,matched (3)
2203008,1,0,0,1,1,0,0,1,5,0,0,5,12,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,4,4,2,1,0,1,3.5,3.5,2.6666667,1.8333334,1,1.8333334,2.5,Prefeitura Municipal de Cristalândia do Piauí - PI,PI,matched (3)
2203107,1,0,0,1,1,0,0,1,3,0,0,15,12,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,1,2,1,3,3.5,3.5,1.8333334,2.6666667,1.8333334,3.5,2.5083334,Prefeitura Municipal de Cristino Castro - PI,PI,matched (3)
2203206,1,0,0,1,1,0,0,1,10,0,0,12,12,0,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,1,2,0,3,3.5,3.5,1.8333334,2.6666667,1,3.5,2.4166667,Prefeitura Municipal de Curimatá - PI,PI,matched (3)
2203230,1,0,0,1,1,0,0,1,8,0,0,12,9,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,0,1,2,3,3.5,3.5,1,1.8333334,2.6666667,3.5,2.1500001,Prefeitura Municipal de Currais - PI,PI,matched (3)
2203255,0,0,0,1,1,1,0,1,0,0,0,12,15,1,0,10,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,4,4,3,1,3,3,3.5,3.5,3.5,1.8333334,3.5,3.5,3.3166666,Prefeitura Municipal de Curralinhos - PI,PI,matched (3)
2203271,1,0,0,1,1,1,0,1,0,0,0,12,12,0,0,12,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,3,3,4,3,3,3,2.875,2.875,4.3333335,3.5,3.5,3.5,3.7083335,Prefeitura Municipal de Curral Novo do Piauí - PI,PI,matched (3)
2203305,1,0,0,1,1,1,0,1,24,0,0,12,12,0,0,12,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,4,4,3,4,2,2,3.5,3.5,3.5,4.3333335,2.6666667,2.6666667,3.4083333,Prefeitura Municipal de Demerval Lobão - PI,PI,matched (3)
2203354,1,0,0,1,1,0,0,1,4,0,0,8,4,0,0,2,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,4,4,3,3,3,2,3.5,3.5,3.5,3.5,3.5,2.6666667,3.4083333,Prefeitura Municipal de Dirceu Arcoverde - PI,PI,matched (3)
2203404,0,0,0,1,1,0,0,1,0,0,0,12,14,0,0,12,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,2,2,1,2,2.875,2.875,2.6666667,2.6666667,1.8333334,2.6666667,2.625,Prefeitura Municipal de Dom Expedito Lopes - PI,PI,matched (3)
2203420,0,0,0,1,1,1,0,1,0,0,0,12,12,0,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,3,1,2,0,1,2.875,2.875,1.8333334,2.6666667,1,1.8333334,2.0833333,Prefeitura Municipal de Domingos Mourão - PI,PI,matched (3)
2203453,1,0,0,1,1,0,0,1,24,0,0,15,21,0,0,12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,2,1,1,3,3.5,3.5,2.6666667,1.8333334,1.8333334,3.5,2.7750001,Prefeitura Municipal de Dom Inocêncio - PI,PI,matched (3)
2203503,1,0,0,1,1,1,1,1,8,0,0,16,14,3,3,14,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,6,6,4,4,3,3,4.75,4.75,4.3333335,4.3333335,3.5,3.5,4.25,Prefeitura Municipal de Elesbão Veloso - PI,PI,matched (3)
2203602,1,0,0,1,1,0,0,1,1,0,0,6,12,0,0,12,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,Prefeitura Municipal de Eliseu Martins - PI,PI,matched (3)
2203701,1,0,0,1,1,0,0,1,6,0,0,16,11,0,0,10,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,2,1,2,3.5,3.5,3.5,2.6666667,1.8333334,2.6666667,3.1333334,Prefeitura Municipal de Esperantina - PI,PI,matched (3)
2203750,0,0,0,1,1,0,0,0,0,0,0,14,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,2,1,1,1,1,2.25,2.25,1.8333334,1.8333334,1.8333334,1.8333334,1.9333334,,,master only (1)
2203800,1,0,0,1,1,0,0,1,12,0,0,13,12,0,0,7,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,2,2,3,2,3.5,3.5,2.6666667,2.6666667,3.5,2.6666667,2.9583335,Prefeitura Municipal de Flores do Piauí - PI,PI,matched (3)
2203859,1,0,0,1,1,0,0,1,3,0,0,12,12,0,0,9,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,4,4,3,2,2,2,3.5,3.5,3.5,2.6666667,2.6666667,2.6666667,3.2250001,Prefeitura Municipal de Floresta do Piauí - PI,PI,matched (3)
2203909,1,1,0,1,1,1,1,1,5,12,0,10,12,3,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,6,5,5,4,1,3,4.75,4.125,5.1666665,4.3333335,1.8333334,3.5,4.3499999,Prefeitura Municipal de Floriano - PI,PI,matched (3)
2204006,0,0,0,1,1,0,0,1,0,0,0,13,6,0,0,6,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,2,2,2,2,2.875,2.875,2.6666667,2.6666667,2.6666667,2.6666667,2.7166667,Prefeitura Municipal de Francinópolis - PI,PI,matched (3)
2204105,1,0,0,1,1,0,0,1,4,0,0,17,15,0,0,12,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,2,1,2,3.5,3.5,3.5,2.6666667,1.8333334,2.6666667,3.1333334,Prefeitura Municipal de Francisco Ayres - PI,PI,matched (3)
2204154,1,0,0,1,1,1,0,1,5,0,0,3,15,2,0,6,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,5,5,3,4,3,3,4.125,4.125,3.5,4.3333335,3.5,3.5,3.7416668,Prefeitura Municipal de Francisco Macedo - PI,PI,matched (3)
2204204,0,0,0,1,1,0,0,1,0,0,0,12,15,0,0,12,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,3,2,2,0,1,2.875,2.875,2.6666667,2.6666667,1,1.8333334,2.4416666,Prefeitura Municipal de Francisco Santos - PI,PI,matched (3)
2204303,1,0,0,1,1,0,0,1,15,0,0,20,12,0,0,6,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,3,2,3,3.5,3.5,3.5,3.5,2.6666667,3.5,3.4083333,Prefeitura Municipal de Fronteiras - PI,PI,matched (3)
2204352,0,0,0,1,1,0,0,1,0,0,0,11,7,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,1,2,1,2,2.875,2.875,1.8333334,2.6666667,1.8333334,2.6666667,2.2666667,Prefeitura Municipal de Geminiano - PI,PI,matched (3)
2204402,1,0,0,1,1,1,0,1,3,0,0,14,12,0,0,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,4,4,3,2,0,4,3.5,3.5,3.5,2.6666667,1,4.3333335,3.2250001,Prefeitura Municipal de Gilbués - PI,PI,matched (3)
2204501,1,0,0,1,1,0,0,1,0,0,0,12,14,0,0,6,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,3,3,1,3,2.875,2.875,3.5,3.5,1.8333334,3.5,3.1666667,Prefeitura Municipal de Guadalupe - PI,PI,matched (3)
2204550,1,0,0,1,1,1,0,1,3,0,0,12,5,0,0,4,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,4,4,3,2,1,2,3.5,3.5,3.5,2.6666667,1.8333334,2.6666667,3.1333334,,,master only (1)
2204600,1,0,0,1,1,1,0,1,3,0,0,12,13,1,0,10,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,5,5,3,2,2,4,4.125,4.125,3.5,2.6666667,2.6666667,4.3333335,3.5583334,Prefeitura Municipal de Hugo Napoleão - PI,PI,matched (3)
2204659,1,0,0,1,1,0,0,1,1,0,0,12,15,0,0,10,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,3,2,3,3.5,3.5,3.5,3.5,2.6666667,3.5,3.4083333,Prefeitura Municipal de Ilha Grande - PI,PI,matched (3)
2204709,1,0,0,1,1,0,0,1,2,0,0,12,12,0,0,6,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,4,4,3,2,2,2,3.5,3.5,3.5,2.6666667,2.6666667,2.6666667,3.2250001,Prefeitura Municipal de Inhuma - PI,PI,matched (3)
2204808,1,1,1,1,1,1,1,1,12,0,12,19,16,6,0,18,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,6,6,6,5,5,6,4.75,4.75,6,5.1666665,5.1666665,6,5.5166664,Prefeitura Municipal de Ipiranga do Piauí - PI,PI,matched (3)
2204907,1,0,0,1,1,0,0,1,12,0,0,19,10,0,0,4,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,2,0,3,3.5,3.5,3.5,2.6666667,1,3.5,3.1333334,Prefeitura Municipal de Isaías Coelho - PI,PI,matched (3)
2205003,1,0,0,1,1,1,0,1,4,0,0,12,19,4,0,5,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,5,5,4,4,2,4,4.125,4.125,4.3333335,4.3333335,2.6666667,4.3333335,4.0999999,Prefeitura Municipal de Itainópolis - PI,PI,matched (3)
2205102,0,0,0,1,1,0,0,1,0,0,0,13,12,0,0,7,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,2,2,2,2,2.875,2.875,2.6666667,2.6666667,2.6666667,2.6666667,2.7166667,Prefeitura Municipal de Itaueira - PI,PI,matched (3)
2205151,0,0,0,1,1,0,0,1,0,0,0,12,12,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,1,1,0,2,2.875,2.875,1.8333334,1.8333334,1,2.6666667,2.0833333,Prefeitura Municipal de Jacobina do Piauí - PI,PI,matched (3)
2205201,1,1,0,1,1,0,0,1,6,0,0,12,11,0,0,7,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,4,2,4,2,0,3.5,3.5,2.6666667,4.3333335,2.6666667,1,2.8666668,Prefeitura Municipal de Jaicós - PI,PI,matched (3)
2205250,0,0,0,1,1,0,0,1,0,0,0,12,12,0,0,12,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,2,2,2,2,2.875,2.875,2.6666667,2.6666667,2.6666667,2.6666667,2.7166667,Prefeitura Municipal de Jardim do Mulato - PI,PI,matched (3)
2205276,1,0,0,1,1,1,0,1,0,0,0,15,12,0,0,4,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,2,3,1,0,2.875,2.875,2.6666667,3.5,1.8333334,1,2.5333333,Prefeitura Municipal de Jatobá do Piauí - PI,PI,matched (3)
2205300,0,0,0,1,1,0,0,1,0,0,0,6,0,0,0,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2.25,2.25,2.6666667,2.6666667,2.6666667,2.6666667,2.5666668,Prefeitura Municipal de Jerumenha - PI,PI,matched (3)
2205359,0,0,0,1,1,0,0,1,0,0,0,10,12,0,0,6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,2,1,1,2,2.875,2.875,2.6666667,1.8333334,1.8333334,2.6666667,2.5333333,Prefeitura Municipal de João Costa - PI,PI,matched (3)
2205409,0,0,0,1,1,1,0,1,0,0,0,12,12,0,0,12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,3,2,1,1,1,2.875,2.875,2.6666667,1.8333334,1.8333334,1.8333334,2.4416666,Prefeitura Municipal de Joaquim Pires - PI,PI,matched (3)
2205458,0,0,0,1,1,0,0,1,0,0,0,12,12,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,2,1,2,2,2.875,2.875,2.6666667,1.8333334,2.6666667,2.6666667,2.625,Prefeitura Municipal de Joca Marques - PI,PI,matched (3)
2205508,1,1,0,1,1,0,1,1,12,1,0,11,12,0,0,15,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,5,5,4,3,2,2,4.125,4.125,4.3333335,3.5,2.6666667,2.6666667,3.825,Prefeitura Municipal de José de Freitas - PI,PI,matched (3)
2205516,1,0,0,1,1,1,0,1,2,0,0,9,12,2,0,12,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,5,5,3,1,2,3,4.125,4.125,3.5,1.8333334,2.6666667,3.5,3.375,Prefeitura Municipal de Juazeiro do Piauí - PI,PI,matched (3)
2205524,1,0,0,1,1,1,0,1,3,0,0,12,14,1,0,3,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,5,5,3,2,1,2,4.125,4.125,3.5,2.6666667,1.8333334,2.6666667,3.2833333,Prefeitura Municipal de Júlio Borges - PI,PI,matched (3)
2205532,1,1,0,1,1,0,0,1,3,0,0,12,15,0,0,6,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,4,4,4,4,2,4,3.5,3.5,4.3333335,4.3333335,2.6666667,4.3333335,3.95,Prefeitura Municipal de Jurema - PI,PI,matched (3)
2205540,1,0,0,1,1,1,0,1,2,0,0,17,17,3,0,13,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,5,5,4,0,0,2,4.125,4.125,4.3333335,1,1,2.6666667,3.3666668,Prefeitura Municipal de Lagoinha do Piauí - PI,PI,matched (3)
2205557,1,1,0,1,1,0,0,1,9,0,0,14,12,0,0,12,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,4,4,3,3,3,4,3.5,3.5,3.5,3.5,3.5,4.3333335,3.5916667,Prefeitura Municipal de Lagoa Alegre - PI,PI,matched (3)
2205565,1,0,0,1,1,1,1,1,3,0,0,14,12,2,6,6,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,6,6,3,1,1,2,4.75,4.75,3.5,1.8333334,1.8333334,2.6666667,3.3416667,Prefeitura Municipal de Lagoa do Barro do Piauí - PI,PI,matched (3)
2205573,1,0,0,1,1,0,0,1,2,0,0,12,12,0,0,12,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,4,4,3,1,1,2,3.5,3.5,3.5,1.8333334,1.8333334,2.6666667,3.0416667,Prefeitura Municipal de Lagoa de São Francisco - PI,PI,matched (3)
2205581,1,0,0,1,1,0,0,1,0,0,0,9,14,0,0,8,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,3,3,2,3,2.875,2.875,3.5,3.5,2.6666667,3.5,3.2583334,Prefeitura Municipal de Lagoa do Piauí - PI,PI,matched (3)
2205599,1,0,0,1,1,0,0,1,8,0,0,12,9,0,0,11,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,4,3,1,1,1,3.5,3.5,3.5,1.8333334,1.8333334,1.8333334,2.95,Prefeitura Municipal de Lagoa do Sítio - PI,PI,matched (3)
2205607,0,1,0,1,1,0,0,1,0,0,0,10,6,0,0,6,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,3,3,3,0,1,2.875,2.875,3.5,3.5,1,1.8333334,2.8916667,Prefeitura Municipal de Landri Sales - PI,PI,matched (3)
2205706,1,1,0,1,1,0,1,1,2,0,0,14,48,0,0,13,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,4,4,4,3,3,2,3.5,3.5,4.3333335,3.5,3.5,2.6666667,3.7666667,Prefeitura Municipal de Luís Correia - PI,PI,matched (3)
2205805,1,0,0,1,1,0,0,1,8,0,0,16,12,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,4,3,3,3,1,3,3.5,2.875,3.5,3.5,1.8333334,3.5,3.2416666,Prefeitura Municipal de Luzilândia - PI,PI,matched (3)
2205854,1,0,0,1,1,1,0,1,1,0,0,9,14,8,0,26,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,5,5,4,4,2,2,4.125,4.125,4.3333335,4.3333335,2.6666667,2.6666667,3.9166667,Prefeitura Municipal de Madeiro - PI,PI,matched (3)
2205904,0,0,0,1,1,1,0,1,0,0,0,8,12,6,0,12,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,4,4,2,3,2,3,3.5,3.5,2.6666667,3.5,2.6666667,3.5,3.05,Prefeitura Municipal de Manoel Emídio - PI,PI,matched (3)
2205953,1,1,0,1,1,1,0,1,4,0,0,12,26,0,0,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,4,4,3,2,0,5,3.5,3.5,3.5,2.6666667,1,5.1666665,3.3166666,Prefeitura Municipal de Marcolândia - PI,PI,matched (3)
