municipio,codigo,receita_corrente,divida_consolidada,pessoal_encargos,cap_pag_div,eq1_cap_pag_div
Prefeitura Municipal de Senador José Porfírio - PA,1507805,43455475.61,0,22668308.96,0,2.8928819
Prefeitura Municipal de Soure - PA,1507904,50458211.08,2628267,28477257.55,.1195702,2.8967998
Prefeitura Municipal de Tailândia - PA,1507953,155901955.42,73729063,94063984.42,1.1922944,2.9319494
Prefeitura Municipal de Terra Alta - PA,1507961,25537629.46,0,13229235.21,0,2.8928819
Prefeitura Municipal de Terra Santa - PA,1507979,61355561.91,5852313,32944744.39,.2059889,2.8996315
Prefeitura Municipal de Tomé-Açu - PA,1508001,141047914.21,147555517,92227932.87,3.0224411,2.9919171
Prefeitura Municipal de Tracuateua - PA,1508035,58384511.09,0,39001601.3,0,2.8928819
Prefeitura Municipal de Trairão - PA,1508050,43278463.88,9042703,22767279.1,.44086692,2.9073277
Prefeitura Municipal de Tucumã - PA,1508084,101780438.6,3963574,56013233.9,.086602926,2.8957195
Prefeitura Municipal de Tucuruí - PA,1508100,347390726.73,23757992,205100519.2,.16696857,2.8983529
Prefeitura Municipal de Ulianópolis - PA,1508126,93103385.84999999,4993124,47331610.52,.1090874,2.8964565
Prefeitura Municipal de Uruará - PA,1508159,104257569.37,71993963,51287954.34,1.3591559,2.9374168
Prefeitura Municipal de Vigia - PA,1508209,76145208.79000001,20341190,40236960.18,.56647682,2.9114435
Prefeitura Municipal de Viseu - PA,1508308,126587085.65,41535916,69029165.02,.72163683,2.9165275
Prefeitura Municipal de Xinguara - PA,1508407,145228740.94,32181803,72932051.67,.44513524,2.9074676
Prefeitura Municipal de Serra do Navio - AP,1600055,17569711.14,3181155,9491539.48,.39379641,2.9057853
Prefeitura Municipal de Amapá - AP,1600105,15353411.3,5316011,9838699.189999999,.96396893,2.924468
Prefeitura Municipal de Pedra Branca do Amapari - AP,1600154,38539428.8,19727500,23638367.11,1.3238989,2.9362617
Prefeitura Municipal de Calçoene - AP,1600204,10415370.66,6012016,10836302.11,-14.282649,2.4248877
,1600212,0,0,1,0,2.8928819
Prefeitura Municipal de Ferreira Gomes - AP,1600238,35027304.28,24674,20759174.34,.0017293086,2.8929386
Prefeitura Municipal de Itaubal - AP,1600253,13647511.53,0,7832526.71,0,2.8928819
Prefeitura Municipal de Laranjal do Jari - AP,1600279,80242721.19,49220404,60928663.62,2.5484238,2.9763851
Prefeitura Municipal de Macapá - AP,1600303,868646836.2,290239996,470766055.56,.72946471,2.916784
Prefeitura Municipal de Mazagão - AP,1600402,17989568.87,55551,20456362.68,-.022519516,2.892144
Prefeitura Municipal de Oiapoque - AP,1600501,41006215.58,0,32402214.88,0,2.8928819
Prefeitura Municipal de Porto Grande - AP,1600535,15803861.71,0,26295468.05,0,2.8928819
Prefeitura Municipal de Pracuúba - AP,1600550,11463509.36,470718,6906154.91,.10328756,2.8962662
Prefeitura Municipal de Santana - AP,1600600,130556153.03,6463661,96250586.06999999,.18841435,2.8990557
Prefeitura Municipal de Tartarugalzinho - AP,1600709,12442719.89,0,18332413.53,0,2.8928819
Prefeitura Municipal de Vitória do Jari - AP,1600808,32494310.39,174812,18625488.95,.012604676,2.893295
Prefeitura Municipal de Abreulândia - TO,1700251,12907442.1,0,5989409.36,0,2.8928819
Prefeitura Municipal de Aguiarnópolis - TO,1700301,21435801.07,0,9393070.23,0,2.8928819
Prefeitura Municipal de Aliança do Tocantins - TO,1700350,15959255.03,0,8153982.46,0,2.8928819
Prefeitura Municipal de Almas - TO,1700400,18715057.75,0,8843776.529999999,0,2.8928819
Prefeitura Municipal de Alvorada - TO,1700707,31417623.97,0,9753146.640000001,0,2.8928819
Prefeitura Municipal de Ananás - TO,1701002,23038628.38,5212135,12674937.76,.50292265,2.9093611
Prefeitura Municipal de Angico - TO,1701051,12779027.83,0,5978870.94,0,2.8928819
Prefeitura Municipal de Aparecida do Rio Negro - TO,1701101,16690117.67,3959928,9134038.57,.52407181,2.910054
Prefeitura Municipal de Aragominas - TO,1701309,9232240.689999999,5001371,2206655.7,.71187967,2.9162078
Prefeitura Municipal de Araguacema - TO,1701903,19270409.21,2438243,10925568.41,.29218569,2.9024558
Prefeitura Municipal de Araguaçu - TO,1702000,23869558,0,12929160.85,0,2.8928819
Prefeitura Municipal de Araguaína - TO,1702109,451007854.56,158834017,235621888.41,.73743904,2.9170454
Prefeitura Municipal de Araguanã - TO,1702158,15330483.48,0,8400543.689999999,0,2.8928819
Prefeitura Municipal de Araguatins - TO,1702208,64725269.77,16140082,44544169.06,.79976225,2.9190874
Prefeitura Municipal de Arapoema - TO,1702307,16967351.53,0,7743866.02,0,2.8928819
Prefeitura Municipal de Arraias - TO,1702406,29752811.78,5631422,15334631,.39057785,2.9056799
Prefeitura Municipal de Augustinópolis - TO,1702554,37551305.61,0,19613837.4,0,2.8928819
Prefeitura Municipal de Aurora do Tocantins - TO,1702703,11053916.83,0,4981399.74,0,2.8928819
Prefeitura Municipal de Axixá do Tocantins - TO,1702901,27714033.24,0,19326870.15,0,2.8928819
Prefeitura Municipal de Babaçulândia - TO,1703008,23392310.64,0,12105721.74,0,2.8928819
Prefeitura Municipal de Bandeirantes do Tocantins - TO,1703057,17019149.98,0,8088182.98,0,2.8928819
Prefeitura Municipal de Barra do Ouro - TO,1703073,15035056.83,0,6998803.78,0,2.8928819
Prefeitura Municipal de Barrolândia - TO,1703107,16002448.79,0,8710381.49,0,2.8928819
Prefeitura Municipal de Bernardo Sayão - TO,1703206,16373737.48,1528017,7719969.49,.17657244,2.8986676
Prefeitura Municipal de Bom Jesus do Tocantins - TO,1703305,13061145.92,542519,6420385.88,.081695318,2.8955588
Prefeitura Municipal de Brasilândia do Tocantins - TO,1703602,12194202.01,0,6269503.01,0,2.8928819
Prefeitura Municipal de Brejinho de Nazaré - TO,1703701,17719267.21,1249538,8780656.26,.13979107,2.8974624
Prefeitura Municipal de Buriti do Tocantins - TO,1703800,21091461.8,0,10163151.7,0,2.8928819
Prefeitura Municipal de Cachoeirinha - TO,1703826,11909501.04,0,5916611.49,0,2.8928819
Prefeitura Municipal de Campos Lindos - TO,1703842,28933489.69,362150,13538997.91,.023524648,2.8936527
Prefeitura Municipal de Cariri do Tocantins - TO,1703867,28366799.77,0,10121735.05,0,2.8928819
Prefeitura Municipal de Carmolândia - TO,1703883,14064403.63,246855,7176604.53,.035839461,2.8940563
Prefeitura Municipal de Carrasco Bonito - TO,1703891,14394694.37,0,7054013.32,0,2.8928819
Prefeitura Municipal de Caseara - TO,1703909,19333617.22,4123502,8823158.26,.39232367,2.9057372
Prefeitura Municipal de Centenário - TO,1704105,11577454.93,0,5061835.25,0,2.8928819
Prefeitura Municipal de Chapada de Areia - TO,1704600,10473613.73,0,4116014.44,0,2.8928819
Prefeitura Municipal de Chapada da Natividade - TO,1705102,13126284.79,0,6075098.45,0,2.8928819
Prefeitura Municipal de Colinas do Tocantins - TO,1705508,87493869.94,21026822,53658321.35,.62144172,2.9132445
Prefeitura Municipal de Combinado - TO,1705557,12315769.43,0,6181877.83,0,2.8928819
Prefeitura Municipal de Conceição do Tocantins - TO,1705607,14452740.18,0,7367504.16,0,2.8928819
Prefeitura Municipal de Couto Magalhães - TO,1706001,17827405.06,0,9179560.43,0,2.8928819
Prefeitura Municipal de Cristalândia - TO,1706100,0,2371239,0,,
Prefeitura Municipal de Crixás do Tocantins - TO,1706258,11663489.65,0,5876495.93,0,2.8928819
Prefeitura Municipal de Darcinópolis - TO,1706506,16217014.37,822913,8116774.84,.10159119,2.8962107
Prefeitura Municipal de Dianópolis - TO,1707009,48678976.33,0,26678266.31,0,2.8928819
Prefeitura Municipal de Divinópolis do Tocantins - TO,1707108,19314744.6,7707489,10841072.79,.90958077,2.9226859
Prefeitura Municipal de Dois Irmãos do Tocantins - TO,1707207,19147271.24,0,8329786.41,0,2.8928819
Prefeitura Municipal de Dueré - TO,1707306,16323599.79,0,8520478.77,0,2.8928819
Prefeitura Municipal de Esperantina - TO,1707405,24285383.81,0,10919176.34,0,2.8928819
Prefeitura Municipal de Fátima - TO,1707553,16214601.72,0,7103261.01,0,2.8928819
Prefeitura Municipal de Figueirópolis - TO,1707652,18463106.94,0,8342007.13,0,2.8928819
Prefeitura Municipal de Filadélfia - TO,1707702,80709.86,993850,10143520.35,-.098764658,2.8896458
Prefeitura Municipal de Formoso do Araguaia - TO,1708205,47023804.92,0,25559598.47,0,2.8928819
Prefeitura Municipal de Fortaleza do Tabocão - TO,1708254,18297160.87,0,7295329.01,0,2.8928819
Prefeitura Municipal de Goianorte - TO,1708304,17065593.26,4206198,7245787.46,.4283382,2.9069171
Prefeitura Municipal de Goiatins - TO,1709005,30683497.45,12367713,16804242.52,.89109343,2.92208
Prefeitura Municipal de Guaraí - TO,1709302,64232522.82,0,29832078.36,0,2.8928819
Prefeitura Municipal de Gurupi - TO,1709500,296906189.31,82615418,168424776.39,.64301455,2.9139514
Prefeitura Municipal de Itacajá - TO,1710508,19890061.13,8283322,10464695.28,.87883294,2.9216783
Prefeitura Municipal de Itaguatins - TO,1710706,513607.22,0,8954449.130000001,0,2.8928819
Prefeitura Municipal de Itapiratins - TO,1710904,14172316.57,202045,6292626.61,.025641236,2.8937221
Prefeitura Municipal de Itaporã do Tocantins - TO,1711100,13007320.19,0,4766747.17,0,2.8928819
Prefeitura Municipal de Jaú do Tocantins - TO,1711506,15319315.83,0,7761790.85,0,2.8928819
Prefeitura Municipal de Juarina - TO,1711803,8837687.779999999,838880,5222933.25,.23207109,2.9004862
Prefeitura Municipal de Lagoa da Confusão - TO,1711902,37109303.76,0,20255697.73,0,2.8928819
Prefeitura Municipal de Lagoa do Tocantins - TO,1711951,12601195.65,0,5748524.67,0,2.8928819
Prefeitura Municipal de Lajeado - TO,1712009,36430405.69,0,0,0,2.8928819
Prefeitura Municipal de Lavandeira - TO,1712157,10697135.3,0,4273479.09,0,2.8928819
Prefeitura Municipal de Lizarda - TO,1712405,12286177.74,370821,5784232.36,.057032317,2.8947506
Prefeitura Municipal de Luzinópolis - TO,1712454,12010893.58,0,5717467.11,0,2.8928819
Prefeitura Municipal de Marianópolis do Tocantins - TO,1712504,19105032.45,0,8890373.23,0,2.8928819
Prefeitura Municipal de Mateiros - TO,1712702,15843552.48,469577,6317461.05,.049293775,2.8944972
Prefeitura Municipal de Maurilândia do Tocantins - TO,1712801,15628047.75,0,6768016.88,0,2.8928819
Prefeitura Municipal de Miracema do Tocantins - TO,1713205,59286043.41,18153359,28829225.2,.59603596,2.9124119
Prefeitura Municipal de Miranorte - TO,1713304,33548043.36,0,16369377.36,0,2.8928819
Prefeitura Municipal de Monte do Carmo - TO,1713601,18573181.51,0,8563828.91,0,2.8928819
Prefeitura Municipal de Monte Santo do Tocantins - TO,1713700,11879238.52,0,5815837.82,0,2.8928819
Prefeitura Municipal de Palmeiras do Tocantins - TO,1713809,15671428.74,0,7260171.37,0,2.8928819
Prefeitura Municipal de Muricilândia - TO,1713957,14757158.31,57533,5696748.15,.0063499333,2.89309
Prefeitura Municipal de Natividade - TO,1714203,19508623.22,0,9431263.470000001,0,2.8928819
Prefeitura Municipal de Nazaré - TO,1714302,13402707.74,0,6591450.44,0,2.8928819
Prefeitura Municipal de Nova Olinda - TO,1714880,30159981.31,0,16086707.63,0,2.8928819
Prefeitura Municipal de Nova Rosalândia - TO,1715002,12890350.48,0,5950782.29,0,2.8928819
Prefeitura Municipal de Novo Acordo - TO,1715101,13870070.89,2079916,6638254.12,.2876063,2.9023058
Prefeitura Municipal de Novo Alegre - TO,1715150,9923562.82,0,4298837.56,0,2.8928819
Prefeitura Municipal de Novo Jardim - TO,1715259,11073657.82,544927,5595474.79,.099472217,2.8961413
Prefeitura Municipal de Oliveira de Fátima - TO,1715507,11506531.51,68181,4309330.23,.0094732661,2.8931923
Prefeitura Municipal de Palmeirante - TO,1715705,16325417.84,4675386,9867635.380000001,.72399247,2.9166048
Prefeitura Municipal de Palmeirópolis - TO,1715754,21880843.6,2400,11503025.41,.00023126249,2.8928895
Prefeitura Municipal de Paraíso do Tocantins - TO,1716109,112820033.9,0,54460702.78,0,2.8928819
Prefeitura Municipal de Paranã - TO,1716208,33538406.19,0,15266694.45,0,2.8928819
Prefeitura Municipal de Pau D'Arco - TO,1716307,15279552.41,0,7330980.06,0,2.8928819
Prefeitura Municipal de Pedro Afonso - TO,1716505,46896549.8,0,18730880.06,0,2.8928819
Prefeitura Municipal de Peixe - TO,1716604,42452384.75,0,20751429.44,0,2.8928819
Prefeitura Municipal de Pequizeiro - TO,1716653,17940708.51,23163,9341865.689999999,.0026937346,2.8929703
Prefeitura Municipal de Colméia - TO,1716703,20699779.99,3281088,10564542.03,.32373074,2.9034896
Prefeitura Municipal de Pindorama do Tocantins - TO,1717008,13798814.19,0,6893315.48,0,2.8928819
Prefeitura Municipal de Piraquê - TO,1717206,12831002.57,191147,6155836.6,.028635543,2.8938203
Prefeitura Municipal de Pium - TO,1717503,23116938.79,0,11748160.58,0,2.8928819
Prefeitura Municipal de Ponte Alta do Bom Jesus - TO,1717800,12766392.8,428722,5552656.31,.059431337,2.8948293
Prefeitura Municipal de Ponte Alta do Tocantins - TO,1717909,18664174.71,0,10159656.69,0,2.8928819
Prefeitura Municipal de Porto Alegre do Tocantins - TO,1718006,11670318.86,0,5309652.12,0,2.8928819
Prefeitura Municipal de Porto Nacional - TO,1718204,176145953.66,18404387,86337182.15000001,.20492861,2.8995967
Prefeitura Municipal de Praia Norte - TO,1718303,20666475.39,0,11339209.95,0,2.8928819
Prefeitura Municipal de Presidente Kennedy - TO,1718402,12855792.23,0,4902276,0,2.8928819
Prefeitura Municipal de Pugmil - TO,1718451,133287.53,868418,5799815.1,-.153254,2.8878603
Prefeitura Municipal de Recursolândia - TO,1718501,63189.89,281445,6970286.05,-.040747225,2.8915467
Prefeitura Municipal de Riachinho - TO,1718550,16063549.57,0,7715607.81,0,2.8928819
Prefeitura Municipal de Rio da Conceição - TO,1718659,11707234.67,0,5675053.55,0,2.8928819
Prefeitura Municipal de Rio dos Bois - TO,1718709,12166245.57,0,5370749.84,0,2.8928819
Prefeitura Municipal de Rio Sono - TO,1718758,14158633.87,0,7776763.12,0,2.8928819
Prefeitura Municipal de Sampaio - TO,1718808,12555061.13,0,5854613.6,0,2.8928819
Prefeitura Municipal de Sandolândia - TO,1718840,14286460.94,0,5373335.64,0,2.8928819
Prefeitura Municipal de Santa Fé do Araguaia - TO,1718865,17819222.63,1749027,10351408.27,.23420869,2.9005561
Prefeitura Municipal de Santa Maria do Tocantins - TO,1718881,11898471.42,0,5392688.71,0,2.8928819
Prefeitura Municipal de Santa Rita do Tocantins - TO,1718899,13422904.22,429877,6335354.29,.060652412,2.8948693
Prefeitura Municipal de Santa Rosa do Tocantins - TO,1718907,17657581.09,320880,8121264.55,.033648212,2.8939846
Prefeitura Municipal de Santa Tereza do Tocantins - TO,1719004,12386552.9,57446,5426483.73,.0082536535,2.8931525
Prefeitura Municipal de Santa Terezinha do Tocantins - TO,1720002,12204127.04,773373,4729793.94,.1034705,2.8962724
Prefeitura Municipal de São Bento do Tocantins - TO,1720101,15292377.92,0,6808218.96,0,2.8928819
Prefeitura Municipal de São Félix do Tocantins - TO,1720150,15154924.63,1168215,4609290.31,.11077712,2.8965118
Prefeitura Municipal de São Miguel do Tocantins - TO,1720200,25971428.41,0,14528521.4,0,2.8928819
Prefeitura Municipal de São Salvador do Tocantins - TO,1720259,13279019.63,0,6412049.54,0,2.8928819
Prefeitura Municipal de São Sebastião do Tocantins - TO,1720309,13827549.45,0,6574910.36,0,2.8928819
Prefeitura Municipal de São Valério - TO,1720499,13947999.28,0,7008807.24,0,2.8928819
Prefeitura Municipal de Silvanópolis - TO,1720655,21802723.25,2317112,8273317.76,.17126489,2.8984938
Prefeitura Municipal de Sítio Novo do Tocantins - TO,1720804,27477216.65,929159,27518455.76,-22.531015,2.1546164
Prefeitura Municipal de Sucupira - TO,1720853,10629790.9,0,5143871.03,0,2.8928819
Prefeitura Municipal de Taguatinga - TO,1720903,37533596.53,7103639,21042021.18,.43074352,2.906996
Prefeitura Municipal de Taipas do Tocantins - TO,1720937,11273346.55,329436,4739593.43,.050420638,2.8945341
Prefeitura Municipal de Talismã - TO,1720978,15612725.33,0,8193215.91,0,2.8928819
Prefeitura Municipal de Palmas - TO,1721000,1157608040.38,146482350,543326063.36,.23846109,2.9006956
Prefeitura Municipal de Tocantínia - TO,1721109,18065333.34,0,9411557.880000001,0,2.8928819
Prefeitura Municipal de Tocantinópolis - TO,1721208,48558296.12,0,25845241.97,0,2.8928819
Prefeitura Municipal de Tupirama - TO,1721257,12906580.64,0,4770646.91,0,2.8928819
Prefeitura Municipal de Tupiratins - TO,1721307,12265210.38,0,5699410.1,0,2.8928819
Prefeitura Municipal de Wanderlândia - TO,1722081,25719280.2,0,10764888.21,0,2.8928819
Prefeitura Municipal de Xambioá - TO,1722107,31844365.17,0,16273592.82,0,2.8928819
Prefeitura Municipal de Açailândia - MA,2100055,263632154.68,0,177244936.95,0,2.8928819
Prefeitura Municipal de Afonso Cunha - MA,2100105,23185267.29,0,10723128.09,0,2.8928819
Prefeitura Municipal de Água Doce do Maranhão - MA,2100154,31768937.83,0,21621696.9,0,2.8928819
Prefeitura Municipal de Alcântara - MA,2100204,47793186.09,0,24017154.8,0,2.8928819
Prefeitura Municipal de Aldeias Altas - MA,2100303,68367616.33,0,38664667.33,0,2.8928819
Prefeitura Municipal de Altamira do Maranhão - MA,2100402,15504563.08,0,11386174.92,0,2.8928819
Prefeitura Municipal de Alto Alegre do Maranhão - MA,2100436,53970334.4,0,25550742.33,0,2.8928819
Prefeitura Municipal de Alto Alegre do Pindaré - MA,2100477,64925148.38,0,37064112.41,0,2.8928819
Prefeitura Municipal de Alto Parnaíba - MA,2100501,35336550.98,1000000,16614534.36,.053413048,2.8946321
Prefeitura Municipal de Amapá do Maranhão - MA,2100550,20458357.6,1982908,9261064.539999999,.17708816,2.8986845
Prefeitura Municipal de Amarante do Maranhão - MA,2100600,81096245.98999999,0,55658001.34,0,2.8928819
Prefeitura Municipal de Anajatuba - MA,2100709,15303301.63,0,8053011.33,0,2.8928819
Prefeitura Municipal de Anapurus - MA,2100808,27701634.36,0,24824463.44,0,2.8928819
Prefeitura Municipal de Apicum-Açu - MA,2100832,44068642.99,326357,22777391.49,.015328221,2.8933842
Prefeitura Municipal de Araguanã - MA,2100873,35273703.2,14059,16681468.61,.0007561759,2.8929067
Prefeitura Municipal de Araioses - MA,2100907,77214942.08,0,46931598.24,0,2.8928819
Prefeitura Municipal de Arame - MA,2100956,56876968.56,695188,32279780.69,.028262906,2.8938081
Prefeitura Municipal de Arari - MA,2101004,57406594.46,28891421,35480742.22,1.3176875,2.936058
Prefeitura Municipal de Axixá - MA,2101103,28209688.51,0,13635269.3,0,2.8928819
Prefeitura Municipal de Bacabal - MA,2101202,151440360.71,38641482,66413053.94,.45445967,2.907773
Prefeitura Municipal de Bacabeira - MA,2101251,48871465.72,0,26248368.81,0,2.8928819
Prefeitura Municipal de Bacuri - MA,2101301,40455849.95,0,19845856.85,0,2.8928819
Prefeitura Municipal de Bacurituba - MA,2101350,17956629.92,0,8637609.66,0,2.8928819
