code_muni,edu,saude,assit_des_soc,turismo,cultura,habitacao,meio_ambiente,transporte,des_urbano,san_bas,gest_agua,res_solid,soma,eq1
2601300,0,1,0,0,0,0,1,0,0,0,0,1,3,2.25
2601409,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2601508,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2601607,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2601706,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2601805,0,1,0,0,0,0,1,0,0,0,1,1,4,2.6666667
2601904,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2602001,0,1,0,0,0,0,1,0,0,0,1,1,4,2.6666667
2602100,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602209,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2602308,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2602407,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602506,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602605,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2602704,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602803,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602902,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2603009,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2603108,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4166666
2603207,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2603306,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2603405,0,0,0,0,0,0,1,0,0,0,1,1,3,2.25
2603454,0,0,1,0,0,0,0,0,0,0,0,0,1,1.4166666
2603504,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2603603,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2603702,1,1,1,1,1,1,1,1,1,1,1,1,12,6
2603801,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2603900,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2603926,1,1,1,0,0,1,1,0,0,1,1,1,8,4.3333335
2604007,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2604106,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2604155,0,1,0,0,0,0,1,0,0,1,0,1,4,2.6666667
2604205,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2604304,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2604403,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2604502,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2604601,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2604700,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2604809,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2604908,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2605004,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2605103,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2605152,1,1,1,1,1,1,1,1,1,1,1,1,12,6
2605202,0,1,0,0,0,0,0,0,0,0,0,1,2,1.8333334
2605301,0,1,0,0,0,0,1,0,0,0,1,1,4,2.6666667
2605400,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2605459,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2605509,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2605608,0,1,0,0,0,0,1,0,1,1,1,1,6,3.5
2605707,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2605806,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2605905,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2606002,0,0,1,0,0,0,0,0,1,0,0,0,2,1.8333334
2606101,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2606200,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2606309,0,1,0,0,0,0,1,0,0,0,1,1,4,2.6666667
2606408,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2606507,0,1,0,0,0,0,0,0,1,0,0,0,2,1.8333334
2606606,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2606705,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4166666
2606804,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2606903,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607000,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607109,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607208,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607307,0,1,0,0,0,0,1,0,0,0,1,1,4,2.6666667
2607406,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2607505,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607604,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607653,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607703,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607752,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607802,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2607901,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607950,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2608008,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2608057,0,0,1,0,0,0,1,0,1,0,0,1,4,2.6666667
2608107,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2608206,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2608255,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2608305,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2608404,0,0,0,0,0,0,0,0,0,1,0,0,1,1.4166666
2608453,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2608503,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2608602,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2608701,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2608750,0,1,0,0,0,0,1,0,0,0,0,1,3,2.25
2608800,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2608909,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2609006,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2609105,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2609154,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2609204,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2609303,0,0,0,0,0,0,0,0,0,1,0,1,2,1.8333334
2609402,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2609501,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2609600,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2609709,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2609808,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2609907,0,1,0,0,0,0,1,0,0,0,1,1,4,2.6666667
2610004,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2610103,1,1,1,1,1,1,1,1,1,1,1,1,12,6
2610202,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2610301,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2610400,1,1,0,0,0,0,0,0,0,0,0,0,2,1.8333334
2610509,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2610608,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2610707,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2610806,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2610905,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2611002,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2611101,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2611200,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2611309,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2611408,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2611507,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2611533,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2611606,0,0,0,0,0,0,0,1,0,0,0,0,1,1.4166666
2611705,0,1,0,0,0,0,0,0,0,1,0,1,3,2.25
2611804,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2611903,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2612000,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2612109,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2612208,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2612307,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2612406,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2612455,1,1,1,0,1,1,1,1,1,1,1,1,11,5.5833335
2612471,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2612505,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2612554,0,1,0,0,0,0,1,0,0,0,1,1,4,2.6666667
2612604,0,1,0,0,0,0,0,0,0,1,0,1,3,2.25
2612703,1,1,0,0,0,0,0,0,0,0,0,0,2,1.8333334
2612802,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2612901,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2613008,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2613107,0,1,0,0,0,0,0,0,0,0,0,1,2,1.8333334
2613206,0,1,0,0,0,0,0,0,1,0,0,0,2,1.8333334
2613305,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2613404,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2613503,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2613602,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2613701,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2613800,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2613909,0,0,0,0,0,0,1,0,0,0,1,1,3,2.25
2614006,0,0,0,0,0,0,0,0,1,0,0,1,2,1.8333334
2614105,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2614204,1,1,1,1,1,1,1,1,1,1,1,1,12,6
2614303,0,1,0,0,0,0,1,0,0,0,0,0,2,1.8333334
2614402,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2614501,0,1,0,0,0,0,0,0,0,0,0,1,2,1.8333334
2614600,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2614709,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2614808,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2614857,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2615003,1,1,1,0,0,0,1,0,0,1,0,0,5,3.0833333
2615102,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2615201,1,0,0,0,0,0,0,0,1,0,0,0,2,1.8333334
2615300,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2615409,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2615508,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2615607,0,1,0,0,0,0,1,0,0,0,1,1,4,2.6666667
2615706,0,0,0,0,0,0,1,0,0,0,1,1,3,2.25
2615805,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2615904,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2616001,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2616100,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2616183,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2616209,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2616308,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2616407,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2616506,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2700102,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2700201,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2700300,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2700409,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2700508,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2700607,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2700706,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2700805,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2700904,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2701001,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2701100,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2701209,0,0,0,0,0,0,0,0,1,0,0,1,2,1.8333334
2701308,0,0,0,0,0,0,0,0,1,0,0,1,2,1.8333334
2701357,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2701407,0,1,0,0,0,0,1,0,0,0,0,1,3,2.25
2701506,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2701605,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2701704,0,0,0,0,0,0,0,0,1,0,0,1,2,1.8333334
2701803,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2701902,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2702009,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2702108,1,1,1,0,0,0,0,0,0,0,0,0,3,2.25
2702207,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2702306,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2702355,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2702405,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2702504,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2702553,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2702603,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2702702,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2702801,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2702900,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2703007,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2703106,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2703205,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2703304,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2703403,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2703502,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2703601,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2703700,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2703759,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2703809,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2703908,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2704005,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2704104,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2704203,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2704302,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2704401,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2704500,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2704609,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2704708,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2704807,0,1,0,0,0,0,0,0,0,0,0,1,2,1.8333334
2704906,0,0,0,0,0,0,0,0,1,0,0,1,2,1.8333334
2705002,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2705101,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2705200,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2705309,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2705408,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2705507,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2705606,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2705705,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2705804,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2705903,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2706000,0,0,1,0,0,0,0,0,0,0,0,1,2,1.8333334
2706109,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2706208,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2706307,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2706406,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2706422,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2706448,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2706505,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2706604,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2706703,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2706802,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2706901,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2707008,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2707107,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2707206,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2707305,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2707404,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2707503,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2707602,0,0,0,0,0,0,0,0,1,0,0,1,2,1.8333334
2707701,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2707800,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2707909,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2708006,0,0,1,0,0,0,0,0,1,0,0,1,3,2.25
2708105,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2708204,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2708303,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2708402,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2708501,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2708600,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2708709,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2708808,0,1,0,0,0,0,0,0,0,0,0,1,2,1.8333334
2708907,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2708956,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2709004,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2709103,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2709152,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2709202,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2709301,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2709400,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2800100,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2800209,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2800308,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2800407,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2800506,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2800605,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2800670,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2800704,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2801009,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2801108,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2801207,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2801306,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2801405,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2801504,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2801603,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2801702,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2801900,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2802007,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2802106,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2802205,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2802304,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2802403,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2802502,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2802601,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2802700,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2802809,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2802908,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2803005,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2803104,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2803203,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2803302,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2803401,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2803500,0,0,0,0,0,0,0,0,0,1,0,1,2,1.8333334
2803609,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2803708,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2803807,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2803906,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2804003,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2804102,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2804201,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2804300,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2804409,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2804458,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2804508,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2804607,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2804706,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2804805,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2804904,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2805000,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2805109,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2805208,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2805307,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2805406,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2805505,0,0,0,0,0,0,0,0,0,1,0,1,2,1.8333334
2805604,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2805703,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2805802,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2805901,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2806008,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2806107,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2806206,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2806305,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2806404,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2806503,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2806602,0,0,0,0,0,0,0,0,0,1,1,1,3,2.25
2806701,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2806800,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2806909,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2807006,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2807105,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2807204,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2807303,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2807402,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2807501,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2807600,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2900108,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2900207,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2900306,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2900355,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2900405,0,0,1,0,0,1,1,0,1,1,1,0,6,3.5
2900504,0,1,1,1,1,1,1,1,1,1,1,1,11,5.5833335
2900603,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2900702,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2900801,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2900900,1,0,1,1,1,1,1,1,1,1,1,1,11,5.5833335
2901007,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2901106,0,0,0,0,0,1,1,0,1,1,0,0,4,2.6666667
2901155,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2901205,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2901304,0,0,1,0,0,0,1,0,0,0,0,0,2,1.8333334
2901353,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2901403,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2901502,1,0,0,0,0,1,1,0,1,1,0,0,5,3.0833333
2901601,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2901700,0,0,1,0,0,1,1,0,1,1,1,1,7,3.9166667
2901809,0,0,0,0,0,0,1,0,0,0,0,0,1,1.4166666
2901908,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2901957,0,1,0,0,0,0,0,0,1,0,0,0,2,1.8333334
2902005,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2902054,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2902104,0,0,1,0,0,0,0,0,0,0,0,0,1,1.4166666
2902203,0,0,0,0,0,0,1,0,0,1,0,1,3,2.25
2902252,1,1,1,1,1,1,1,1,1,1,1,1,12,6
2902302,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2902401,1,0,1,1,1,1,1,1,1,1,1,1,11,5.5833335
2902500,1,1,1,0,1,1,1,1,1,1,1,1,11,5.5833335
2902609,1,1,1,0,1,0,1,0,1,1,1,1,9,4.75
2902658,0,0,1,1,0,0,1,0,0,1,1,1,6,3.5
2902708,1,1,1,0,1,1,1,1,1,1,1,1,11,5.5833335
2902807,1,1,0,1,1,1,1,1,1,1,1,1,11,5.5833335
2902906,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2903003,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2903102,0,1,0,0,0,0,1,0,1,0,0,1,4,2.6666667
2903201,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2903235,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2903276,0,0,1,0,0,0,0,0,0,0,0,0,1,1.4166666
2903300,1,0,1,1,1,1,1,1,1,1,1,1,11,5.5833335
2903409,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2903508,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4166666
2903607,0,0,1,0,0,0,0,0,0,0,0,0,1,1.4166666
2903706,0,0,0,0,0,0,0,1,1,0,0,0,2,1.8333334
2903805,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2903904,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2903953,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4166666
2904001,0,0,1,0,0,0,1,0,0,0,0,0,2,1.8333334
2904050,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2904100,0,0,0,0,0,0,1,0,0,0,0,1,2,1.8333334
2904209,1,1,1,1,1,1,1,1,1,1,1,1,12,6
2904308,0,0,1,0,1,1,1,0,1,1,1,1,8,4.3333335
2904407,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2904506,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4166666
2904605,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2904704,1,0,1,1,1,1,1,1,1,1,1,1,11,5.5833335
2904753,1,1,1,0,1,1,1,1,1,1,1,1,11,5.5833335
