codibge,uf,valor,sp
3515608,SP,-2510346,1
2302107,CE,62428440,0
3537156,SP,-2858603,1
3517901,SP,-1522435,1
2302206,CE,29314109,0
4113700,PR,287330549,0
2601102,PE,73049984,0
2919207,BA,129374666,0
5216452,GO,-1006813,0
2504801,PB,35142632,0
2300903,CE,4712408,0
1715754,TO,-3167754,0
2603702,PE,2874819,0
3542206,SP,-2958888,1
3129806,MG,-265220681,0
2513000,PB,203469,0
5206206,GO,13634847,0
2610905,PE,35548663,0
3131307,MG,206113808,0
2922250,BA,4271904,0
3537800,SP,-12895141,1
2515807,PB,10923320,0
2410405,RN,6930991,0
5220207,GO,2878537,0
4101804,PR,-1100736346,0
1506807,PA,65712742,0
2413201,RN,-408446,0
4201208,SC,-2044617,0
3513850,SP,-1228617,1
2910404,BA,17113869,0
4323804,RS,-18059636,0
2414803,RN,6276186,0
3518800,SP,3754440421,1
5220264,GO,1360073,0
3543204,SP,-4306332,1
5006358,MS,1566506,0
3556701,SP,67184594,1
2930758,BA,11632359,0
2612604,PE,22074101,0
2513653,PB,14587910,0
2924108,BA,6460742,0
2601805,PE,7412524,0
3526902,SP,235921782,1
3552403,SP,507183225,1
1721000,TO,-17614553,0
2314003,CE,22178102,0
3115508,MG,-35235803,0
2920403,BA,16463832,0
2612471,PE,22251,0
3532868,SP,1749339,1
3121209,MG,-530679,0
2506905,PB,39724066,0
3501608,SP,603591671,1
2928109,BA,-46530815,0
5205406,GO,-16418282,0
4109807,PR,-23548580,0
4320859,RS,92260,0
2919157,BA,-2523076,0
2301901,CE,11257708,0
2918357,BA,15282362,0
2912509,BA,10730838,0
2601052,PE,26028487,0
3122900,MG,228251,0
2513604,PB,3167837,0
4202537,SC,-2327292,0
5202601,GO,-381142,0
2702702,AL,1642030,0
3205200,ES,-16206296,0
2311355,CE,6705444,0
4217006,SC,-3174571,0
2602803,PE,3049525,0
3130804,MG,-200222,0
2513208,PB,12715111,0
3126109,MG,7375649,0
2313252,CE,16240817,0
2607752,PE,-7051389,0
2924603,BA,7304364,0
3114303,MG,-5758413,0
2517100,PB,2317946,0
2512002,PB,31042400,0
1718501,TO,-1566464,0
2806800,SE,33870442,0
2517209,PB,219032,0
4211900,SC,-54892144,0
2907905,BA,28885897,0
2408003,RN,143746883,0
4207809,SC,-4002770,0
5201108,GO,135737907,0
2905404,BA,9640771,0
5212055,GO,550822,0
2907301,BA,20089644,0
4323002,RS,32160741,0
2920502,BA,5268174,0
2926707,BA,4299318,0
3518859,SP,3894270,1
4314407,RS,368237047,0
2903235,BA,-9883464,0
3104007,MG,-97509147,0
2406502,RN,12968220,0
2306108,CE,20801200,0
2409407,RN,30696256,0
2304202,CE,8401803,0
2804409,SE,14610670,0
2925956,BA,36817809,0
2911204,BA,38512541,0
3522604,SP,50694976,1
3507456,SP,-944875,1
2312601,CE,5134111,0
3526803,SP,-47829117,1
5222005,GO,1097679,0
2313906,CE,9728990,0
2401206,RN,5518997,0
3533700,SP,-3337073,1
2806909,SE,4295577,0
2931053,BA,20969441,0
2514602,PB,2080232,0
3305802,RJ,110411692,0
5201801,GO,4381969,0
3303401,RJ,-4586263,0
2402204,RN,34226073,0
2615607,PE,11049578,0
3535804,SP,-797308,1
2616506,PE,25228948,0
2611101,PE,155686625,0
2904209,BA,4104291,0
2605103,PE,11895196,0
3543402,SP,274098303,1
2925006,BA,155248,0
2607505,PE,-13611658,0
4313375,RS,-32699981,0
3106705,MG,381048179,0
2406700,RN,811390,0
2602704,PE,-2935322,0
4208203,SC,-166721661,0
2403301,RN,1000923,0
3501004,SP,-1134920,1
3303856,RJ,-13883311,0
2414753,RN,-81320,0
2508406,PB,5099129,0
2512754,PB,1967821,0
3301009,RJ,1069589230,0
2403202,RN,1735305,0
3170057,MG,2047836,0
2402907,RN,2949211,0
2109700,MA,158487,0
2900108,BA,13878537,0
2302602,CE,24718895,0
2404200,RN,45384723,0
4304630,RS,-22902793,0
2405504,RN,-967847,0
2601300,PE,9977710,0
2904605,BA,-18610469,0
2606101,PE,2564764,0
5219308,GO,40336738,0
3136702,MG,64516229,0
2306306,CE,-4368561,0
2931905,BA,124192563,0
2910800,BA,-215050045,0
3201308,ES,-35115644,0
2913606,BA,419017756,0
3554003,SP,41183260,1
2609154,PE,-1144127,0
2303808,CE,7993902,0
2407252,RN,-1828228,0
2921500,BA,35450781,0
2607901,PE,56847300,0
2708006,AL,40552450,0
2512705,PB,1692691,0
3533304,SP,-1591379,1
2601706,PE,17202193,0
2610707,PE,-5767488,0
2803302,SE,37145642,0
5221601,GO,20768090,0
2309409,CE,34618918,0
2926400,BA,33904043,0
2801702,SE,-1032651,0
2921302,BA,1413697,0
1502855,PA,894203,0
2501401,PB,13729405,0
2613206,PE,991877,0
2513307,PB,-4976172,0
2604106,PE,91380566,0
2604601,PE,30505233,0
5100201,MT,3222768,0
4126108,PR,-1519163,0
2105104,MA,21320236,0
1507466,PA,-2182634,0
2616100,PE,-3608,0
2105401,MA,53496706,0
1500503,PA,-7209143,0
4322400,RS,235503984,0
2607000,PE,6807409,0
2312908,CE,-60168480,0
2600054,PE,25974329,0
2932606,BA,8334803,0
2913804,BA,34996844,0
3144805,MG,-51476740,0
2923100,BA,4161482,0
3169406,MG,2115236,0
5205059,GO,14180087,0
2412500,RN,3040333,0
2928000,BA,5861487,0
2608206,PE,6355190,0
3507605,SP,-58805905,1
2614105,PE,2554964,0
2107456,MA,474280,0
2921054,BA,3658393,0
2515401,PB,17569587,0
2503308,PB,-1264803,0
2510006,PB,1604792,0
2915353,BA,13649352,0
2407807,RN,756124,0
2502409,PB,9562229,0
2911857,BA,7422510,0
4208302,SC,-36452543,0
1500602,PA,2278046,0
5008305,MS,-248238254,0
3301900,RJ,32460360,0
4109906,PR,1656971,0
3547809,SP,1307660246,1
3134400,MG,29753244,0
2505600,PB,3602554,0
2610608,PE,73950754,0
2905206,BA,81395446,0
2902203,BA,1818784,0
4209607,SC,762948,0
2209153,PI,125789,0
2703502,AL,4179980,0
2108207,MA,17399599,0
2311009,CE,13098039,0
3524808,SP,8796899,1
2310852,CE,18402444,0
2932002,BA,20575342,0
2603454,PE,28688766,0
1501709,PA,-20062303,0
2601508,PE,10089335,0
2405306,RN,-4547117,0
2401651,RN,1536210,0
2910859,BA,5294775,0
5003157,MS,-8181115,0
2506608,PB,1718427,0
2704302,AL,84466684,0
2515500,PB,3121197,0
1504976,PA,13176136,0
2922904,BA,29439422,0
2921708,BA,11713438,0
2408953,RN,6477528,0
2903706,BA,42420923,0
2610301,PE,8545460,0
2913408,BA,33771483,0
2506400,PB,13632870,0
5215231,GO,59444401,0
2903805,BA,-466019,0
1713205,TO,15933740,0
2107605,MA,-2102727,0
2614303,PE,9690,0
1705508,TO,17416176,0
5206701,GO,-750698,0
2105807,MA,11623201,0
2611507,PE,-1803988,0
2103604,MA,-3416759,0
2411106,RN,7266624,0
2513927,PB,42506,0
2105948,MA,-227373,0
2900405,BA,20212649,0
2514909,PB,1507883,0
3169307,MG,22681043,0
2510808,PB,53127049,0
2516755,PB,-1362584,0
2306405,CE,45572415,0
2606804,PE,-25023174,0
2311405,CE,80497993,0
2305407,CE,66128953,0
2908408,BA,55063444,0
5203575,GO,-3950070,0
2910008,BA,46769630,0
2606507,PE,14252514,0
4204756,SC,-1996548,0
5210307,GO,7750717,0
1506195,PA,2156117,0
2609501,PE,61457696,0
2302701,CE,53020012,0
2604908,PE,17777419,0
3506003,SP,11039580,1
2912707,BA,56731310,0
2917359,BA,-3659527,0
5105622,MT,-9169482,0
2303709,CE,52620507,0
4211850,SC,-2220569,0
2514552,PB,1325299,0
5220058,GO,3167032,0
1200708,AC,-3195841,0
1505536,PA,-251679650,0
2705705,AL,-28711109,0
2915106,BA,20403468,0
2102903,MA,4703910,0
2102374,MA,-1290571,0
1707702,TO,808537,0
2915809,BA,68653277,0
3205309,ES,-28018417,0
2922102,BA,20105093,0
1400233,RR,13715135,0
2304285,CE,-139047174,0
1718907,TO,-1033612,0
2516508,PB,7536696,0
2411007,RN,-628888,0
2901353,BA,6955576,0
2607653,PE,27834349,0
2505402,PB,3307379,0
4216107,SC,-1811153,0
2410702,RN,813051,0
2503001,PB,1652117,0
2914604,BA,85052267,0
2105302,MA,159619029,0
2924058,BA,9138556,0
2107100,MA,17678473,0
2106508,MA,1662622,0
2310258,CE,21459813,0
2505204,PB,7833140,0
2400802,RN,1715145,0
2611309,PE,4779288,0
1200054,AC,-3457057,0
2503555,PB,-14133417,0
2506707,PB,15233258,0
1507755,PA,591657,0
2302008,CE,12708300,0
2508604,PB,19896213,0
3201209,ES,-127491993,0
2503704,PB,39722492,0
3521101,SP,-3793509,1
5220157,GO,-11449689,0
3528908,SP,-1769614,1
3111309,MG,344114,0
2612109,PE,10103745,0
2408904,RN,2527351,0
3554102,SP,175069172,1
2501153,PB,-515272,0
2413359,RN,3705445,0
4205431,SC,-3910512,0
3540002,SP,-1490313,1
5107792,MT,-11839915,0
3549300,SP,-1771136,1
3138708,MG,-607168,0
4311759,RS,-1254071,0
4210555,SC,-3193851,0
3544202,SP,1285151,1
2511202,PB,32189176,0
5215603,GO,2309755,0
3146107,MG,-33446874,0
3527702,SP,80419,1
2931707,BA,16668678,0
2308708,CE,10157216,0
3546702,SP,865528,1
4303004,RS,8543058,0
2304707,CE,23540171,0
3306156,RJ,-1676034,0
2514701,PB,6395906,0
3169901,MG,-11794871,0
5215900,GO,-85771,0
3503109,SP,10362276,1
2108405,MA,117291,0
5203401,GO,-2619734,0
5108857,MT,-3129645,0
5105150,MT,771704,0
5218607,GO,-1176777,0
2906600,BA,9763171,0
2507309,PB,9712342,0
5203906,GO,46897396,0
2909208,BA,27611447,0
4204103,SC,-6155329,0
5106190,MT,-1234402,0
3547502,SP,2871710,1
3509601,SP,30643641,1
3557303,SP,4379743,1
4103156,PR,-1277195,0
5106422,MT,-41683767,0
3509106,SP,15186721,1
3152501,MG,-76392099,0
2513703,PB,72719178,0
3526100,SP,-377973,1
2920205,BA,17442518,0
4203154,SC,2744475,0
4207908,SC,-620294,0
2922409,BA,-264325,0
2100055,MA,-23330029,0
3534807,SP,400589,1
1702406,TO,658888,0
5214861,GO,868186,0
2910602,BA,71446915,0
2930006,BA,27047417,0
2202604,PI,30927,0
2411809,RN,-1160912,0
5221080,GO,5265478,0
2508307,PB,5332463,0
4111803,PR,-4925229,0
3148905,MG,635879,0
2309904,CE,15468042,0
2305803,CE,5944510,0
3519253,SP,-197365,1
2106102,MA,-1494456,0
3161106,MG,22692363,0
2105153,MA,202829,0
2304509,CE,4641305,0
2922052,BA,-1744607,0
5212709,GO,1387867,0
2919553,BA,-4522598,0
5218052,GO,-5255056,0
2101400,MA,-9384416,0
2512101,PB,18595593,0
3531506,SP,4610924,1
3111200,MG,-29429167,0
1500305,PA,52261727,0
2307106,CE,35533297,0
3529401,SP,1155975427,1
2414407,RN,25972878,0
3518404,SP,33936127,1
3549706,SP,62967306,1
2302305,CE,3417177,0
1507904,PA,2628267,0
2206407,PI,159165,0
2408201,RN,-281857,0
2409100,RN,5665939,0
2308203,CE,5099533,0
1718865,TO,887078,0
2929206,BA,145020341,0
2505105,PB,2779350,0
2407401,RN,2103356,0
3534005,SP,-7995558,1
2922201,BA,1917119,0
4303103,RS,72689532,0
3109501,MG,997942,0
2923605,BA,51774192,0
3527256,SP,-2369173,1
4310850,RS,-2610112,0
3101607,MG,46440480,0
1500206,PA,130352549,0
5209804,GO,-585437,0
3517406,SP,-341366,1
3512308,SP,5065203,1
1507474,PA,-7290756,0
3546405,SP,2193955,1
5209705,GO,-5787760,0
3532801,SP,-1190699,1
3523503,SP,-3185515,1
5003702,MS,130396707,0
3551801,SP,2763398,1
3521002,SP,17365162,1
3304201,RJ,-17235827,0
3516309,SP,-44870983,1
4107009,PR,1621366,0
2304269,CE,2396406,0
2516201,PB,25494360,0
4112751,PR,-1646886,0
4304689,RS,1417188,0
2306504,CE,15586070,0
5205307,GO,1715038,0
3549102,SP,-22311113,1
3551900,SP,46282,1
2311306,CE,42185803,0
5216908,GO,1795830,0
3170404,MG,-8482775,0
2100832,MA,326357,0
4204806,SC,-36402897,0
3112000,MG,1407605,0
2933208,BA,20575746,0
2510105,PB,9364504,0
4301107,RS,4084930,0
4102703,PR,-1953407,0
2915304,BA,16814656,0
3527207,SP,-10936199,1
3162922,MG,11857757,0
5215256,GO,-5560365,0
4207700,SC,-3682015,0
2504009,PB,523276978,0
5214705,GO,780535,0
2923001,BA,38697561,0
2801504,SE,22762955,0
2100956,MA,-916418,0
2706000,AL,-7646772,0
4208401,SC,-7931465,0
2924504,BA,31298935,0
2509909,PB,5924920,0
4314068,RS,-2237540,0
3115102,MG,2328136,0
2313807,CE,3919573,0
2929255,BA,-653291,0
2104602,MA,8450233,0
1701309,TO,4285301,0
3546801,SP,-8096730,1
2909703,BA,1401464,0
2411601,RN,-1161263,0
4320354,RS,-3482389,0
3502101,SP,64952632,1
2930154,BA,19779218,0
2312007,CE,40372649,0
3505203,SP,-960674,1
2914505,BA,17781404,0
3112505,MG,9160183,0
3553401,SP,-7366351,1
2300150,CE,47499787,0
2308906,CE,-2116724,0
3500550,SP,-4277556,1
5003801,MS,10595575,0
3517000,SP,-273382,1
3514601,SP,735862,1
4219705,SC,2102895,0
3549805,SP,-32444296,1
2500809,PB,31801053,0
1715507,TO,-878553,0
1504208,PA,33345538,0
2306801,CE,12804579,0
5208806,GO,3483108,0
2305332,CE,19568680,0
3300233,RJ,-3140600,0
2309706,CE,27586764,0
3534609,SP,-9623659,1
1500131,PA,-762450,0
5219712,GO,-6987855,0
2301406,CE,10647728,0
2309607,CE,61839343,0
5204656,GO,3491528,0
2406106,RN,6114521,0
2508554,PB,2866094,0
2102150,MA,2619038,0
3123205,MG,16450762,0
2907558,BA,9005305,0
2306256,CE,11281557,0
4120606,PR,-4921698,0
2915205,BA,25487241,0
2701001,AL,6249737,0
2803708,SE,-1032651,0
2300754,CE,44091724,0
2409308,RN,1549393,0
1508084,PA,-6580495,0
2313500,CE,14438587,0
3527900,SP,-433523,1
2509800,PB,16296608,0
2306553,CE,13311507,0
3501806,SP,4037229,1
2302909,CE,15303909,0
2901601,BA,23531039,0
2100873,MA,-2723148,0
2923035,BA,812004,0
3306305,RJ,699165231,0
2309102,CE,16494954,0
3546108,SP,-975212,1
3166204,MG,345468,0
3518206,SP,9604608,1
3521408,SP,43313938,1
2310704,CE,29582835,0
2313757,CE,14493031,0
2922755,BA,25848432,0
2500502,PB,614114,0
2313351,CE,5943660,0
2300101,CE,18248497,0
1506559,PA,140400,0
2312700,CE,2789,0
3101102,MG,-798783,0
2310407,CE,11219250,0
2706406,AL,-20136505,0
3114501,MG,-1674817,0
2505907,PB,5956941,0
2304004,CE,10937025,0
3303906,RJ,197529429,0
2916500,BA,8990926,0
2313559,CE,6991889,0
2708402,AL,3652650,0
2511707,PB,2729579,0
2919900,BA,322121,0
4213153,SC,-1500542,0
2929503,BA,29349603,0
2301109,CE,35088305,0
2200053,PI,187638,0
2507408,PB,5517194,0
2107209,MA,3050482,0
1400308,RR,24242604,0
2905008,BA,10174380,0
2912103,BA,45535703,0
3302809,RJ,-11945246,0
2303204,CE,25768147,0
2307403,CE,5898869,0
2311603,CE,19979885,0
1101500,RO,-7553163,0
2505352,PB,-92945,0
2503407,PB,4899659,0
2911303,BA,3002594,0
2507606,PB,17129223,0
2114007,MA,19737211,0
2104404,MA,65092,0
1501006,PA,-871499,0
3107505,MG,-1961758,0
2504900,PB,13748036,0
2509107,PB,21847491,0
2908804,BA,6763642,0
5107958,MT,-80500809,0
2110005,MA,3640932,0
1200344,AC,9084492,0
1200807,AC,928677,0
3301850,RJ,12541016,0
3522703,SP,835932,1
2307635,CE,19495349,0
1502301,PA,44891359,0
2506806,PB,21978582,0
2510402,PB,-164340,0
3547205,SP,-4777457,1
2911808,BA,80233507,0
2502201,PB,11748604,0
1101484,RO,-4481228,0
2304608,CE,7263181,0
1200351,AC,4217616,0
2503605,PB,11852274,0
2515609,PB,4376842,0
4213401,SC,-2126345,0
3544806,SP,-1230975,1
3302205,RJ,35090110,0
3549953,SP,8901167,1
3516101,SP,2364765,1
4121109,PR,-1603164,0
4207502,SC,15114465,0
4200101,SC,-6927897,0
2501500,PB,24079104,0
1506583,PA,-3069750,0
2916005,BA,12319644,0
4209706,SC,-1106460,0
5203203,GO,9098257,0
4215109,SC,-2027500,0
1505650,PA,-10470214,0
3301801,RJ,-6098851,0
1501758,PA,-1062614,0
2705309,AL,4366101,0
2913705,BA,42817740,0
3523701,SP,679320,1
2901155,BA,9559912,0
4214805,SC,17943729,0
2111102,MA,8184850,0
5207253,GO,-2768794,0
4306429,RS,-893009,0
3536570,SP,-1066918,1
4217154,SC,-2333427,0
2703106,AL,-2224054,0
3509502,SP,1589844082,1
4314209,RS,-3132974,0
2901809,BA,-1299466,0
3544004,SP,72123627,1
3545704,SP,-1417919,1
1100379,RO,-7540682,0
2705002,AL,23991531,0
2310951,CE,-1572884,0
2706208,AL,1489145,0
2928901,BA,16753762,0
2109106,MA,104880,0
3171303,MG,-14363528,0
2208858,PI,-210327,0
2911709,BA,32219131,0
2405801,RN,-2273915,0
2918902,BA,2859980,0
2923506,BA,11729070,0
3548054,SP,-50137,1
2307908,CE,4642617,0
2312205,CE,27098756,0
3125705,MG,17370603,0
1500800,PA,-33792355,0
3502903,SP,-17216886,1
2307254,CE,10227326,0
2205151,PI,2283,0
2402402,RN,2183127,0
2303907,CE,737270,0
2902005,BA,27114750,0
2511103,PB,21065642,0
2908101,BA,13779703,0
2112605,MA,24048378,0
2300309,CE,40659372,0
2301208,CE,36612634,0
2701902,AL,3594166,0
2922854,BA,-2533532,0
5219100,GO,1609077,0
2701803,AL,3490649,0
2400208,RN,-11115993,0
1503077,PA,36395026,0
5217203,GO,7326531,0
5203807,GO,15361198,0
2413102,RN,3633604,0
4122651,PR,-881922,0
4211454,SC,-3562339,0
3532702,SP,779253,1
5216304,GO,10976775,0
4201950,SC,-234562,0
3107307,MG,40325824,0
2101707,MA,-12671563,0
2933505,BA,20614525,0
1508126,PA,-496972,0
2110807,MA,1173897,0
5103502,MT,27889666,0
2922656,BA,9487326,0
4218905,SC,-1716966,0
2310100,CE,19859493,0
1703909,TO,2946256,0
5220280,GO,-1186924,0
4219358,SC,-2829272,0
1703206,TO,-1152474,0
3116407,MG,-295150,0
3508801,SP,18066496,1
3548906,SP,155613330,1
1701101,TO,-193134,0
2307304,CE,93205531,0
4202701,SC,-2681605,0
2106375,MA,-197766,0
5204557,GO,27051,0
2401107,RN,-13761780,0
2401305,RN,1559818,0
4205506,SC,-7297327,0
2103158,MA,4748438,0
3147600,MG,3472284,0
2311264,CE,-2449753,0
2410256,RN,1250027,0
3149309,MG,-8571906,0
4106803,PR,-1684140,0
5106232,MT,-10925139,0
2920809,BA,19229710,0
2917003,BA,31556898,0
2918001,BA,105676392,0
2506103,PB,18871074,0
3553005,SP,-96051,1
2918209,BA,13915904,0
2309805,CE,4844298,0
3538006,SP,-42968173,1
2801108,SE,-1074688,0
5106224,MT,-52117437,0
3556305,SP,3233714,1
2914653,BA,-13324565,0
2413904,RN,14044109,0
2300200,CE,13253070,0
2908606,BA,29453872,0
2101731,MA,9882236,0
2206902,PI,1159693,0
1504422,PA,182343028,0
2305001,CE,14448773,0
3540903,SP,-8823886,1
5211305,GO,548583,0
2931202,BA,37855306,0
1200336,AC,10013159,0
2102408,MA,7563445,0
2925204,BA,25100160,0
5213087,GO,-12063453,0
2917904,BA,10726709,0
1505601,PA,-213734,0
2933604,BA,28405555,0
2202026,PI,-2182382,0
3126901,MG,3344382,0
2100501,MA,-1224975,0
2103208,MA,35879472,0
2313302,CE,-24166655,0
2102101,MA,14453330,0
2911501,BA,29237574,0
2211308,PI,609706,0
1502939,PA,67478197,0
3516853,SP,-22640600,1
3158300,MG,-1333964,0
2926202,BA,16692468,0
3127206,MG,403639,0
2101004,MA,28891421,0
2914406,BA,7510856,0
1709500,TO,-56158392,0
2106359,MA,-1828773,0
1718204,TO,-40626052,0
2928059,BA,30697602,0
3118700,MG,4787313,0
4211405,SC,-234576,0
3164902,MG,-3698493,0
1720903,TO,-14577891,0
1702703,TO,-2188247,0
3137908,MG,620021,0
2515302,PB,57640137,0
2902302,BA,1818052,0
3304805,RJ,46977191,0
2915007,BA,16532455,0
3305133,RJ,-6951890,0
2409902,RN,10576117,0
2927309,BA,4040754,0
2929057,BA,-20111669,0
2203909,PI,17092017,0
2101939,MA,-4006629,0
2924678,BA,7879239,0
2704708,AL,-98474390,0
2930600,BA,13194468,0
4202875,SC,-3555284,0
4213005,SC,-16127125,0
4112108,PR,-18442377,0
3506201,SP,-1504632,1
3529203,SP,-2023019,1
2921450,BA,4668037,0
3555505,SP,-1180203,1
4201307,SC,-13955605,0
2803500,SE,14629356,0
3516408,SP,-38704313,1
5200829,GO,-2590763,0
4220000,SC,-10224024,0
3553856,SP,-1557534,1
2930105,BA,52950170,0
1600238,AP,-4417722,0
2927606,BA,18747391,0
5200308,GO,4843983,0
5204409,GO,-3246514,0
2305506,CE,78481928,0
5103452,MT,-4106663,0
3553203,SP,-1108711,1
4106555,PR,-1349190,0
4107108,PR,-2762733,0
3153004,MG,-1188304,0
3519709,SP,84417425,1
2931400,BA,-8275961,0
2926905,BA,5937531,0
1505551,PA,10558444,0
2904050,BA,-14461210,0
2402303,RN,15698606,0
4103909,PR,7482997,0
3533205,SP,-115143,1
3513108,SP,11574400,1
2900603,BA,16730897,0
3520905,SP,4995731,1
3555802,SP,152632,1
1507979,PA,3832710,0
2701209,AL,2208958,0
3540606,SP,10781989,1
2407104,RN,-34435057,0
4202156,SC,-1802096,0
4210050,SC,-3569001,0
1504604,PA,25302128,0
1100346,RO,-1207323,0
2901403,BA,-4593964,0
1503606,PA,193559840,0
1504059,PA,-178148,0
2413805,RN,-106750,0
3135605,MG,3667651,0
5200605,GO,-322590,0
2928604,BA,95329163,0
2910503,BA,77416528,0
3301157,RJ,853110,0
4216008,SC,-2820665,0
2901700,BA,13105913,0
3301702,RJ,316454970,0
2923803,BA,12010261,0
2103307,MA,89197978,0
3169208,MG,-306671,0
3302908,RJ,-15522918,0
3522208,SP,-24344135,1
3538907,SP,738759,1
4218855,SC,-3024727,0
2907103,BA,31324486,0
3146206,MG,2229613,0
2927101,BA,15979610,0
2801306,SE,-4800230,0
5205802,GO,945387,0
3555109,SP,-4827281,1
2927507,BA,22112688,0
3305000,RJ,53923348,0
3520301,SP,67308984,1
3524709,SP,14331055,1
1100106,RO,21888560,0
5211909,GO,73149511,0
3520004,SP,-3803052,1
3506904,SP,-4440704,1
4215208,SC,-1276161,0
1720002,TO,256209,0
3304144,RJ,-94469740,0
2401859,RN,-66728,0
2303659,CE,9340507,0
3553955,SP,-6716358,1
4214102,SC,-2726179,0
2803005,SE,-6292304,0
2615805,PE,3078543,0
5208400,GO,9112428,0
3524303,SP,66541550,1
2915601,BA,80054278,0
2110278,MA,11166278,0
3170701,MG,72633880,0
5108501,MT,-1824610,0
3555703,SP,-750404,1
4202073,SC,-1724464,0
2928406,BA,44887059,0
2800605,SE,-2542250,0
2106003,MA,-6991838,0
4127106,PR,-43441666,0
2311702,CE,14013897,0
2800100,SE,-145308,0
2907608,BA,9095499,0
1502103,PA,-9573683,0
2926608,BA,64547116,0
2915700,BA,32908230,0
4217600,SC,-3049631,0
1505205,PA,-512952,0
1600535,AP,-6489660,0
2911006,BA,42797517,0
2903102,BA,-1282834,0
1502400,PA,1728812,0
2925501,BA,18973517,0
2806503,SE,-776277,0
4202909,SC,3952727,0
2932705,BA,28300371,0
1506500,PA,-4028341,0
2401404,RN,5443676,0
3502408,SP,-1375608,1
3128709,MG,-16114391,0
3517703,SP,10364453,1
4210407,SC,660235,0
5218706,GO,-321855,0
4119202,PR,-2228819,0
3539707,SP,-2726021,1
2800506,SE,5968619,0
2806404,SE,-471030,0
2805703,SE,17738922,0
2406304,RN,6446861,0
2805802,SE,40076979,0
4219408,SC,-4178748,0
1502202,PA,27469708,0
2403756,RN,2277380,0
3136207,MG,-7985096,0
2401800,RN,2908447,0
3522653,SP,-700795,1
4108304,PR,53123761,0
4303608,RS,-2292805,0
3542503,SP,-2929682,1
4206751,SC,-4632244,0
2921203,BA,-1856954,0
3532843,SP,-771311,1
4212650,SC,13005,0
2403509,RN,528536,0
2903409,BA,97783568,0
4103107,PR,-3622725,0
3511003,SP,-13489732,1
4112702,PR,-609630,0
2805307,SE,-296214,0
3553807,SP,-9181876,1
2112704,MA,971516,0
1506104,PA,5499634,0
4203204,SC,-17853805,0
2403806,RN,-231824,0
2922607,BA,45520645,0
2907400,BA,1720445,0
3160603,MG,712597,0
2907004,BA,4028982,0
2904506,BA,-823318,0
2404853,RN,-968470,0
2925808,BA,49177269,0
2929800,BA,7966787,0
4115739,PR,672696,0
3554755,SP,-23660,1
2804805,SE,135672913,0
1200427,AC,-1408686,0
2906857,BA,17202918,0
2807006,SE,149298,0
2919306,BA,657536,0
2802304,SE,8372986,0
2806107,SE,8323979,0
3114402,MG,2645651,0
4100301,PR,1110908,0
2705101,AL,9938587,0
4117305,PR,-16835351,0
2804300,SE,-745516,0
1505031,PA,17190568,0
5217708,GO,-7816148,0
5215702,GO,-13723637,0
1505502,PA,-56324849,0
3546900,SP,613991,1
3509700,SP,87704534,1
3500758,SP,-3951410,1
5203302,GO,-13091782,0
3543501,SP,976163,1
3536307,SP,-6307255,1
1503044,PA,-2431666,0
3525201,SP,40560163,1
3515905,SP,-1535282,1
4212601,SC,-3073353,0
3545100,SP,1248045,1
3137601,MG,-29411747,0
3547700,SP,-3891487,1
3541802,SP,73613,1
2927903,BA,11911613,0
2800209,SE,3239099,0
4214508,SC,-1292523,0
3521804,SP,3919370,1
2304236,CE,8395268,0
4216602,SC,-37430874,0
2112209,MA,103010840,0
2107357,MA,-193771,0
3517604,SP,-3163627,1
3519105,SP,-336544,1
2803401,SE,-3755651,0
2924652,BA,2434475,0
2903300,BA,10783522,0
2805901,SE,-2828453,0
3520202,SP,-5762867,1
2909505,BA,17459755,0
3105905,MG,1958581,0
5213400,GO,943346,0
2412559,RN,7248152,0
2112803,MA,-970712,0
5213707,GO,-3844571,0
5106307,MT,-40199400,0
5007901,MS,9354349,0
1709005,TO,11379604,0
5221809,GO,-4228159,0
3154150,MG,1202280,0
3518503,SP,4052631,1
1706100,TO,434534,0
2603207,PE,5347771,0
2410306,RN,-3191976,0
2301604,CE,1527400,0
2807402,SE,19255064,0
2930774,BA,11241081,0
1504000,PA,23000731,0
2805505,SE,3453530,0
2408409,RN,-3901747,0
1200500,AC,47671200,0
2903003,BA,4587628,0
2930501,BA,15448535,0
3531308,SP,-42138831,1
3552304,SP,-1897564,1
5102686,MT,-6608294,0
3516804,SP,508951,1
5211800,GO,-23456908,0
3123007,MG,2190481,0
4105201,PR,5985613,0
3546009,SP,3556366,1
5203962,GO,2111676,0
3550506,SP,352271,1
2408300,RN,26615474,0
2906907,BA,34413793,0
2804003,SE,20210536,0
2110708,MA,-4624358,0
3502507,SP,2679886,1
4301909,RS,-2347449,0
2411205,RN,11786808,0
2106201,MA,6727129,0
2807600,SE,1874291,0
2929701,BA,31739790,0
5214507,GO,-2938002,0
3510005,SP,-11368304,1
2804201,SE,-569874,0
3170602,MG,10267,0
4126256,PR,-32223943,0
3143104,MG,15333071,0
2923050,BA,28928879,0
2802700,SE,-2746972,0
2413003,RN,-1066160,0
3537909,SP,-11410422,1
2211357,PI,1088022,0
2409803,RN,5172836,0
2925758,BA,21198556,0
2109239,MA,-527628,0
3508504,SP,83651244,1
1708304,TO,3333903,0
2709103,AL,4001256,0
3537404,SP,-8124055,1
3551306,SP,447143,1
2916906,BA,21391314,0
